paper_id,class_label,degree_full_graph,degree_subset_if_available,selection_rank_within_class
28957,Probabilistic_Methods,9,2,21
1717,Probabilistic_Methods,9,3,22
6814,Probabilistic_Methods,9,1,23
154982,Probabilistic_Methods,8,3,24
33231,Probabilistic_Methods,8,1,25
14429,Probabilistic_Methods,8,2,26
714289,Probabilistic_Methods,8,4,27
23070,Probabilistic_Methods,8,3,28
4329,Probabilistic_Methods,8,2,29
66794,Probabilistic_Methods,7,2,30
36802,Probabilistic_Methods,7,3,31
162664,Probabilistic_Methods,7,3,32
126927,Probabilistic_Methods,7,4,33
35778,Probabilistic_Methods,7,2,34
20924,Probabilistic_Methods,7,3,35
36162,Probabilistic_Methods,7,1,36
39165,Probabilistic_Methods,7,3,37
643239,Probabilistic_Methods,7,5,38
653441,Probabilistic_Methods,7,4,39
39126,Probabilistic_Methods,7,4,40
189571,Probabilistic_Methods,7,3,41
108962,Probabilistic_Methods,7,1,42
31479,Probabilistic_Methods,7,1,43
27535,Probabilistic_Methods,7,4,44
14430,Probabilistic_Methods,7,1,45
644577,Probabilistic_Methods,7,1,46
137868,Probabilistic_Methods,7,1,47
642681,Probabilistic_Methods,7,2,48
73146,Probabilistic_Methods,6,3,49
714256,Probabilistic_Methods,6,1,50
559804,Probabilistic_Methods,6,4,51
7032,Probabilistic_Methods,6,1,52
37888,Probabilistic_Methods,6,3,53
38537,Probabilistic_Methods,6,2,54
89416,Probabilistic_Methods,6,1,55
40605,Probabilistic_Methods,6,1,56
644093,Probabilistic_Methods,6,5,57
14428,Probabilistic_Methods,6,1,58
293974,Probabilistic_Methods,6,5,59
134316,Probabilistic_Methods,6,3,60
134307,Probabilistic_Methods,6,3,61
15987,Probabilistic_Methods,6,3,62
189856,Probabilistic_Methods,6,1,63
50337,Probabilistic_Methods,6,3,64
50336,Probabilistic_Methods,6,3,65
167670,Probabilistic_Methods,6,2,66
646286,Probabilistic_Methods,6,6,67
52515,Probabilistic_Methods,5,1,68
129897,Probabilistic_Methods,5,4,69
3231,Theory,36,13,0
1272,Theory,34,12,1
24966,Theory,29,6,2
8224,Theory,26,13,3
12182,Theory,23,5,4
10169,Theory,21,10,5
12350,Theory,21,12,6
15429,Theory,19,5,7
2653,Theory,18,3,8
23738,Theory,17,6,9
4804,Theory,17,6,10
10177,Theory,15,7,11
89547,Theory,13,6,12
2654,Theory,13,0,13
46491,Theory,12,3,14
3243,Theory,12,1,15
36140,Theory,12,4,16
20601,Theory,12,7,17
79809,Theory,11,2,18
27627,Theory,10,4,19
12195,Theory,10,5,20
40151,Theory,10,2,21
20602,Theory,10,5,22
45189,Theory,10,3,23
67415,Theory,10,7,24
30895,Theory,10,5,25
6125,Theory,10,4,26
23116,Theory,9,3,27
65650,Theory,9,4,28
12210,Theory,9,7,29
6741,Theory,9,3,30
2354,Theory,8,3,31
63486,Theory,8,3,32
8079,Theory,8,1,33
38722,Theory,8,5,34
12198,Theory,8,4,35
25805,Theory,8,3,36
4660,Theory,7,5,37
57948,Theory,7,3,38
3240,Theory,7,3,39
3232,Theory,7,1,40
65653,Theory,7,3,41
6311,Theory,7,2,42
27895,Theory,7,3,43
582343,Theory,6,3,44
27510,Theory,6,2,45
57764,Theory,6,2,46
32276,Theory,6,0,47
19231,Theory,6,1,48
753047,Theory,6,0,49
12158,Theory,6,5,50
12199,Theory,6,5,51
124734,Theory,6,3,52
6771,Theory,6,4,53
171954,Theory,6,1,54
12247,Theory,6,3,55
66594,Theory,6,5,56
18619,Theory,6,5,57
12165,Theory,6,2,58
101811,Theory,6,3,59
51180,Theory,6,4,60
389715,Theory,6,3,61
51866,Theory,6,2,62
49660,Theory,6,5,63
40124,Theory,6,2,64
45188,Theory,6,2,65
5055,Theory,6,1,66
10186,Theory,6,2,67
101263,Theory,5,0,68
358894,Theory,5,0,69
35,Genetic_Algorithms,168,43,0
887,Genetic_Algorithms,30,13,1
82920,Genetic_Algorithms,23,5,2
12576,Genetic_Algorithms,22,11,3
85352,Genetic_Algorithms,17,3,4
1688,Genetic_Algorithms,17,4,5
210871,Genetic_Algorithms,16,8,6
54129,Genetic_Algorithms,15,3,7
54131,Genetic_Algorithms,15,6,8
35061,Genetic_Algorithms,15,8,9
38205,Genetic_Algorithms,14,5,10
56115,Genetic_Algorithms,12,7,11
287787,Genetic_Algorithms,12,2,12
22229,Genetic_Algorithms,12,2,13
41714,Genetic_Algorithms,12,5,14
108047,Genetic_Algorithms,12,3,15
57119,Genetic_Algorithms,11,0,16
14062,Genetic_Algorithms,11,2,17
84021,Genetic_Algorithms,11,4,18
103515,Genetic_Algorithms,11,3,19
503883,Genetic_Algorithms,11,3,20
45605,Genetic_Algorithms,11,3,21
8875,Genetic_Algorithms,10,5,22
575077,Genetic_Algorithms,10,5,23
33907,Genetic_Algorithms,9,4,24
56119,Genetic_Algorithms,9,6,25
578646,Genetic_Algorithms,9,2,26
579008,Genetic_Algorithms,8,4,27
127033,Genetic_Algorithms,8,5,28
141342,Genetic_Algorithms,8,4,29
56112,Genetic_Algorithms,8,5,30
87417,Genetic_Algorithms,8,2,31
5966,Genetic_Algorithms,8,1,32
56709,Genetic_Algorithms,8,4,33
54132,Genetic_Algorithms,8,1,34
8865,Genetic_Algorithms,8,3,35
66556,Genetic_Algorithms,8,6,36
33895,Genetic_Algorithms,7,1,37
195792,Genetic_Algorithms,7,2,38
198653,Genetic_Algorithms,7,6,39
94641,Genetic_Algorithms,7,1,40
69284,Genetic_Algorithms,7,4,41
78511,Genetic_Algorithms,7,3,42
8874,Genetic_Algorithms,7,2,43
568857,Genetic_Algorithms,7,4,44
61069,Genetic_Algorithms,7,2,45
289780,Genetic_Algorithms,7,3,46
593942,Genetic_Algorithms,7,2,47
144701,Genetic_Algorithms,7,2,48
70970,Genetic_Algorithms,7,2,49
116545,Genetic_Algorithms,6,0,50
646809,Genetic_Algorithms,6,3,51
240791,Genetic_Algorithms,6,3,52
66563,Genetic_Algorithms,6,3,53
248425,Genetic_Algorithms,6,2,54
97390,Genetic_Algorithms,6,2,55
307015,Genetic_Algorithms,6,2,56
593091,Genetic_Algorithms,6,3,57
513189,Genetic_Algorithms,6,2,58
141324,Genetic_Algorithms,6,3,59
94639,Genetic_Algorithms,6,2,60
44455,Genetic_Algorithms,6,3,61
62329,Genetic_Algorithms,6,1,62
19045,Genetic_Algorithms,6,2,63
593240,Genetic_Algorithms,6,2,64
227178,Genetic_Algorithms,6,2,65
83725,Genetic_Algorithms,6,5,66
289781,Genetic_Algorithms,6,3,67
210872,Genetic_Algorithms,6,2,68
58758,Genetic_Algorithms,6,3,69
20193,Case_Based,23,6,0
10796,Case_Based,17,5,1
1481,Case_Based,16,5,2
6334,Case_Based,16,6,3
1956,Case_Based,12,5,4
10183,Case_Based,11,4,5
10798,Case_Based,11,6,6
1959,Case_Based,10,4,7
112378,Case_Based,10,9,8
5064,Case_Based,9,2,9
6767,Case_Based,9,4,10
3085,Case_Based,9,5,11
22386,Case_Based,8,1,12
3828,Case_Based,8,5,13
15889,Case_Based,8,1,14
27631,Case_Based,8,6,15
936,Case_Based,8,4,16
10435,Case_Based,8,3,17
56167,Case_Based,8,2,18
73327,Case_Based,8,2,19
3097,Case_Based,8,3,20
3112,Case_Based,8,2,21
64271,Case_Based,7,5,22
145215,Case_Based,7,5,23
91853,Case_Based,7,2,24
28447,Case_Based,7,1,25
36620,Case_Based,7,4,26
3101,Case_Based,7,4,27
5069,Case_Based,7,2,28
39131,Case_Based,7,6,29
17798,Case_Based,7,4,30
5062,Case_Based,7,5,31
3222,Case_Based,6,0,32
9708,Case_Based,6,4,33
75121,Case_Based,6,3,34
1949,Case_Based,6,3,35
37483,Case_Based,6,4,36
110163,Case_Based,6,4,37
39130,Case_Based,6,3,38
14531,Case_Based,6,3,39
38845,Case_Based,6,3,40
3084,Case_Based,6,3,41
38829,Case_Based,6,2,42
3095,Case_Based,6,3,43
5600,Case_Based,6,0,44
95188,Case_Based,6,2,45
83449,Case_Based,6,3,46
521207,Case_Based,6,3,47
20528,Case_Based,6,4,48
110162,Case_Based,5,3,49
654177,Case_Based,5,5,50
1107067,Case_Based,5,5,51
200480,Case_Based,5,4,52
1130539,Case_Based,5,5,53
5959,Case_Based,5,1,54
943,Case_Based,5,2,55
1114777,Case_Based,5,1,56
143323,Case_Based,5,3,57
35490,Case_Based,5,3,58
1108267,Case_Based,5,4,59
8821,Case_Based,5,3,60
101143,Case_Based,5,2,61
1113934,Case_Based,5,3,62
74975,Case_Based,5,1,63
941,Case_Based,5,1,64
1152896,Case_Based,5,4,65
1131728,Case_Based,5,5,66
6343,Case_Based,5,2,67
20178,Case_Based,5,3,68
141868,Case_Based,5,4,69
