paper_id,class_label,degree_full_graph,degree_subset_if_available,selection_rank_within_class
24974,Neural_Networks,6,2,79
39199,Neural_Networks,6,3,80
99023,Neural_Networks,6,3,81
672070,Neural_Networks,6,4,82
133563,Neural_Networks,6,2,83
2695,Neural_Networks,6,3,84
13654,Neural_Networks,6,0,85
12439,Neural_Networks,6,3,86
641976,Neural_Networks,6,4,87
93555,Neural_Networks,6,3,88
25184,Neural_Networks,6,4,89
34263,Neural_Networks,6,2,90
75695,Neural_Networks,6,2,91
284023,Neural_Networks,5,2,92
1154123,Neural_Networks,5,5,93
119761,Neural_Networks,5,3,94
1132968,Neural_Networks,5,4,95
672071,Neural_Networks,5,3,96
249421,Neural_Networks,5,1,97
396412,Neural_Networks,5,3,98
1136397,Neural_Networks,5,5,99
2440,Rule_Learning,31,20,0
8703,Rule_Learning,19,10,1
39127,Rule_Learning,16,13,2
3218,Rule_Learning,15,10,3
6935,Rule_Learning,10,5,4
11335,Rule_Learning,9,1,5
4649,Rule_Learning,9,8,6
6923,Rule_Learning,9,6,7
8594,Rule_Learning,8,6,8
49843,Rule_Learning,8,8,9
22431,Rule_Learning,8,7,10
18615,Rule_Learning,7,7,11
6639,Rule_Learning,7,7,12
6917,Rule_Learning,7,7,13
75969,Rule_Learning,7,6,14
116084,Rule_Learning,7,7,15
63931,Rule_Learning,7,6,16
85688,Rule_Learning,6,6,17
193352,Rule_Learning,6,5,18
75972,Rule_Learning,6,6,19
51909,Rule_Learning,6,3,20
178209,Rule_Learning,6,6,21
592830,Rule_Learning,6,6,22
136766,Rule_Learning,6,4,23
235679,Rule_Learning,6,5,24
49844,Rule_Learning,6,6,25
1105932,Rule_Learning,5,5,26
424,Rule_Learning,5,1,27
193347,Rule_Learning,5,5,28
1128935,Rule_Learning,5,5,29
591017,Rule_Learning,5,5,30
1000012,Rule_Learning,5,5,31
1106388,Rule_Learning,5,5,32
235683,Rule_Learning,5,5,33
49847,Rule_Learning,5,5,34
1127851,Rule_Learning,5,3,35
187354,Rule_Learning,5,4,36
13717,Rule_Learning,5,3,37
72908,Rule_Learning,5,4,38
8591,Rule_Learning,5,4,39
1131719,Rule_Learning,5,4,40
136768,Rule_Learning,4,4,41
193354,Rule_Learning,4,4,42
133615,Rule_Learning,4,3,43
11148,Rule_Learning,4,4,44
1129835,Rule_Learning,4,4,45
58268,Rule_Learning,4,3,46
195150,Rule_Learning,4,4,47
591016,Rule_Learning,4,4,48
1110426,Rule_Learning,4,4,49
372862,Rule_Learning,4,3,50
235678,Rule_Learning,4,3,51
449841,Rule_Learning,4,3,52
27230,Rule_Learning,4,2,53
235670,Rule_Learning,4,4,54
1106492,Rule_Learning,4,1,55
1153811,Rule_Learning,4,3,56
135766,Rule_Learning,4,4,57
137359,Rule_Learning,4,3,58
61417,Rule_Learning,4,1,59
137380,Rule_Learning,4,2,60
568045,Rule_Learning,4,4,61
93923,Rule_Learning,4,4,62
1786,Rule_Learning,4,4,63
57773,Rule_Learning,4,4,64
6941,Rule_Learning,4,4,65
1213,Rule_Learning,4,2,66
308232,Rule_Learning,3,3,67
8687,Rule_Learning,3,1,68
1128856,Rule_Learning,3,3,69
25413,Rule_Learning,3,3,70
1154525,Rule_Learning,3,3,71
212777,Rule_Learning,3,3,72
6939,Rule_Learning,3,2,73
52835,Rule_Learning,3,2,74
277263,Rule_Learning,3,3,75
1105428,Rule_Learning,3,2,76
55403,Rule_Learning,3,3,77
592826,Rule_Learning,3,2,78
66782,Rule_Learning,3,1,79
1154524,Rule_Learning,3,3,80
1114512,Rule_Learning,3,2,81
1153101,Rule_Learning,3,3,82
116081,Rule_Learning,3,3,83
13024,Rule_Learning,3,2,84
1108728,Rule_Learning,3,3,85
411092,Rule_Learning,3,3,86
954315,Rule_Learning,3,1,87
135765,Rule_Learning,3,3,88
116087,Rule_Learning,3,3,89
1153150,Rule_Learning,3,3,90
137956,Rule_Learning,3,3,91
232606,Rule_Learning,3,2,92
232605,Rule_Learning,3,3,93
612306,Rule_Learning,3,3,94
68463,Rule_Learning,3,3,95
38000,Rule_Learning,3,3,96
263482,Rule_Learning,3,1,97
709113,Rule_Learning,3,2,98
1128531,Rule_Learning,3,3,99
6213,Reinforcement_Learning,78,49,0
114,Reinforcement_Learning,42,28,1
4584,Reinforcement_Learning,32,23,2
6214,Reinforcement_Learning,32,27,3
117,Reinforcement_Learning,17,12,4
28350,Reinforcement_Learning,14,9,5
17476,Reinforcement_Learning,13,6,6
6184,Reinforcement_Learning,12,9,7
28287,Reinforcement_Learning,12,6,8
6163,Reinforcement_Learning,12,9,9
6209,Reinforcement_Learning,11,6,10
6151,Reinforcement_Learning,11,8,11
7419,Reinforcement_Learning,10,8,12
20534,Reinforcement_Learning,10,5,13
6196,Reinforcement_Learning,9,8,14
17208,Reinforcement_Learning,9,4,15
128,Reinforcement_Learning,8,7,16
134128,Reinforcement_Learning,8,4,17
23258,Reinforcement_Learning,8,4,18
6385,Reinforcement_Learning,8,5,19
28290,Reinforcement_Learning,8,5,20
6220,Reinforcement_Learning,8,7,21
124064,Reinforcement_Learning,8,7,22
8872,Reinforcement_Learning,8,3,23
6224,Reinforcement_Learning,8,8,24
86359,Reinforcement_Learning,7,2,25
28202,Reinforcement_Learning,7,3,26
6169,Reinforcement_Learning,7,5,27
341188,Reinforcement_Learning,7,6,28
17201,Reinforcement_Learning,7,3,29
197054,Reinforcement_Learning,6,4,30
28278,Reinforcement_Learning,6,6,31
38480,Reinforcement_Learning,6,5,32
130,Reinforcement_Learning,6,6,33
6216,Reinforcement_Learning,6,3,34
91975,Reinforcement_Learning,6,6,35
6378,Reinforcement_Learning,6,4,36
28504,Reinforcement_Learning,6,3,37
7430,Reinforcement_Learning,6,3,38
20526,Reinforcement_Learning,6,5,39
434,Reinforcement_Learning,6,5,40
193742,Reinforcement_Learning,6,4,41
6155,Reinforcement_Learning,6,6,42
135130,Reinforcement_Learning,6,3,43
28471,Reinforcement_Learning,5,5,44
682666,Reinforcement_Learning,5,4,45
23774,Reinforcement_Learning,5,3,46
976334,Reinforcement_Learning,5,5,47
1130567,Reinforcement_Learning,5,4,48
95589,Reinforcement_Learning,5,3,49
1120731,Reinforcement_Learning,5,4,50
28485,Reinforcement_Learning,5,5,51
168410,Reinforcement_Learning,5,5,52
28487,Reinforcement_Learning,5,2,53
755217,Reinforcement_Learning,5,4,54
28387,Reinforcement_Learning,5,5,55
1116347,Reinforcement_Learning,5,4,56
6210,Reinforcement_Learning,5,4,57
81350,Reinforcement_Learning,5,4,58
1103315,Reinforcement_Learning,5,5,59
628500,Reinforcement_Learning,5,5,60
28227,Reinforcement_Learning,5,5,61
55968,Reinforcement_Learning,5,4,62
13960,Reinforcement_Learning,5,4,63
18834,Reinforcement_Learning,5,2,64
1246,Reinforcement_Learning,5,3,65
1113459,Reinforcement_Learning,5,3,66
345340,Reinforcement_Learning,5,5,67
13193,Reinforcement_Learning,5,4,68
35863,Reinforcement_Learning,5,2,69
1035,Reinforcement_Learning,5,1,70
1105764,Reinforcement_Learning,5,3,71
6215,Reinforcement_Learning,5,4,72
1111304,Reinforcement_Learning,5,4,73
7047,Reinforcement_Learning,5,1,74
188471,Reinforcement_Learning,4,4,75
75674,Reinforcement_Learning,4,2,76
18832,Reinforcement_Learning,4,3,77
64519,Reinforcement_Learning,4,4,78
1125092,Reinforcement_Learning,4,2,79
95579,Reinforcement_Learning,4,2,80
95586,Reinforcement_Learning,4,4,81
1103162,Reinforcement_Learning,4,2,82
1122425,Reinforcement_Learning,4,4,83
39403,Reinforcement_Learning,4,4,84
1106172,Reinforcement_Learning,4,4,85
58540,Reinforcement_Learning,4,3,86
1130600,Reinforcement_Learning,4,4,87
399339,Reinforcement_Learning,4,4,88
1118245,Reinforcement_Learning,4,4,89
1107312,Reinforcement_Learning,4,3,90
32872,Reinforcement_Learning,4,4,91
28491,Reinforcement_Learning,4,1,92
1106406,Reinforcement_Learning,4,4,93
1113739,Reinforcement_Learning,4,4,94
1126029,Reinforcement_Learning,4,4,95
13208,Reinforcement_Learning,4,2,96
308529,Reinforcement_Learning,4,3,97
1107355,Reinforcement_Learning,4,4,98
1153287,Reinforcement_Learning,4,2,99
4330,Probabilistic_Methods,40,8,0
39890,Probabilistic_Methods,19,10,1
3191,Probabilistic_Methods,17,6,2
35922,Probabilistic_Methods,16,6,3
643221,Probabilistic_Methods,16,9,4
4335,Probabilistic_Methods,16,6,5
16819,Probabilistic_Methods,14,4,6
642894,Probabilistic_Methods,14,3,7
18777,Probabilistic_Methods,13,6,8
5086,Probabilistic_Methods,12,3,9
3233,Probabilistic_Methods,12,5,10
6913,Probabilistic_Methods,12,3,11
31489,Probabilistic_Methods,12,1,12
65074,Probabilistic_Methods,12,7,13
16008,Probabilistic_Methods,11,4,14
1997,Probabilistic_Methods,10,5,15
73162,Probabilistic_Methods,10,4,16
77438,Probabilistic_Methods,10,2,17
6818,Probabilistic_Methods,10,4,18
3192,Probabilistic_Methods,10,4,19
153063,Probabilistic_Methods,10,2,20
28957,Probabilistic_Methods,9,4,21
1717,Probabilistic_Methods,9,3,22
6814,Probabilistic_Methods,9,4,23
154982,Probabilistic_Methods,8,4,24
33231,Probabilistic_Methods,8,3,25
14429,Probabilistic_Methods,8,4,26
714289,Probabilistic_Methods,8,5,27
23070,Probabilistic_Methods,8,4,28
4329,Probabilistic_Methods,8,4,29
66794,Probabilistic_Methods,7,3,30
36802,Probabilistic_Methods,7,3,31
162664,Probabilistic_Methods,7,3,32
126927,Probabilistic_Methods,7,6,33
35778,Probabilistic_Methods,7,3,34
20924,Probabilistic_Methods,7,6,35
36162,Probabilistic_Methods,7,1,36
39165,Probabilistic_Methods,7,4,37
643239,Probabilistic_Methods,7,5,38
653441,Probabilistic_Methods,7,5,39
39126,Probabilistic_Methods,7,4,40
189571,Probabilistic_Methods,7,5,41
108962,Probabilistic_Methods,7,3,42
31479,Probabilistic_Methods,7,4,43
27535,Probabilistic_Methods,7,4,44
14430,Probabilistic_Methods,7,3,45
644577,Probabilistic_Methods,7,2,46
137868,Probabilistic_Methods,7,1,47
642681,Probabilistic_Methods,7,2,48
73146,Probabilistic_Methods,6,4,49
714256,Probabilistic_Methods,6,3,50
559804,Probabilistic_Methods,6,4,51
7032,Probabilistic_Methods,6,1,52
37888,Probabilistic_Methods,6,4,53
38537,Probabilistic_Methods,6,2,54
89416,Probabilistic_Methods,6,1,55
40605,Probabilistic_Methods,6,1,56
644093,Probabilistic_Methods,6,5,57
14428,Probabilistic_Methods,6,3,58
293974,Probabilistic_Methods,6,6,59
134316,Probabilistic_Methods,6,4,60
134307,Probabilistic_Methods,6,3,61
15987,Probabilistic_Methods,6,4,62
189856,Probabilistic_Methods,6,1,63
50337,Probabilistic_Methods,6,4,64
50336,Probabilistic_Methods,6,3,65
167670,Probabilistic_Methods,6,6,66
646286,Probabilistic_Methods,6,6,67
52515,Probabilistic_Methods,5,2,68
129897,Probabilistic_Methods,5,4,69
1125469,Probabilistic_Methods,5,5,70
561581,Probabilistic_Methods,5,1,71
34082,Probabilistic_Methods,5,3,72
14431,Probabilistic_Methods,5,3,73
87915,Probabilistic_Methods,5,3,74
105899,Probabilistic_Methods,5,5,75
1115701,Probabilistic_Methods,5,4,76
445938,Probabilistic_Methods,5,3,77
300071,Probabilistic_Methods,5,3,78
103543,Probabilistic_Methods,5,1,79
94713,Probabilistic_Methods,5,3,80
645897,Probabilistic_Methods,5,3,81
523394,Probabilistic_Methods,5,3,82
159897,Probabilistic_Methods,5,2,83
644448,Probabilistic_Methods,5,1,84
116790,Probabilistic_Methods,5,4,85
142268,Probabilistic_Methods,5,3,86
645016,Probabilistic_Methods,5,0,87
189774,Probabilistic_Methods,5,2,88
108974,Probabilistic_Methods,5,3,89
1109581,Probabilistic_Methods,5,2,90
714748,Probabilistic_Methods,5,4,91
29723,Probabilistic_Methods,5,2,92
1123068,Probabilistic_Methods,5,2,93
1154232,Probabilistic_Methods,5,5,94
1131137,Probabilistic_Methods,5,3,95
20923,Probabilistic_Methods,5,3,96
40125,Probabilistic_Methods,5,1,97
51049,Probabilistic_Methods,5,2,98
289885,Probabilistic_Methods,5,5,99
3231,Theory,36,16,0
1272,Theory,34,16,1
24966,Theory,29,9,2
8224,Theory,26,18,3
12182,Theory,23,7,4
10169,Theory,21,10,5
12350,Theory,21,13,6
15429,Theory,19,9,7
2653,Theory,18,6,8
23738,Theory,17,9,9
4804,Theory,17,8,10
10177,Theory,15,10,11
89547,Theory,13,7,12
2654,Theory,13,2,13
46491,Theory,12,5,14
3243,Theory,12,3,15
36140,Theory,12,7,16
20601,Theory,12,9,17
79809,Theory,11,3,18
27627,Theory,10,5,19
12195,Theory,10,6,20
40151,Theory,10,2,21
20602,Theory,10,7,22
45189,Theory,10,4,23
67415,Theory,10,7,24
30895,Theory,10,6,25
6125,Theory,10,5,26
23116,Theory,9,3,27
65650,Theory,9,5,28
12210,Theory,9,7,29
6741,Theory,9,5,30
2354,Theory,8,4,31
63486,Theory,8,3,32
8079,Theory,8,3,33
38722,Theory,8,6,34
12198,Theory,8,4,35
25805,Theory,8,4,36
4660,Theory,7,5,37
57948,Theory,7,4,38
3240,Theory,7,4,39
3232,Theory,7,3,40
65653,Theory,7,4,41
6311,Theory,7,3,42
27895,Theory,7,3,43
582343,Theory,6,3,44
27510,Theory,6,2,45
57764,Theory,6,3,46
32276,Theory,6,1,47
19231,Theory,6,1,48
753047,Theory,6,0,49
12158,Theory,6,5,50
12199,Theory,6,5,51
124734,Theory,6,5,52
6771,Theory,6,5,53
171954,Theory,6,2,54
12247,Theory,6,4,55
66594,Theory,6,5,56
18619,Theory,6,5,57
12165,Theory,6,3,58
101811,Theory,6,3,59
51180,Theory,6,4,60
389715,Theory,6,5,61
51866,Theory,6,2,62
49660,Theory,6,5,63
40124,Theory,6,3,64
45188,Theory,6,3,65
5055,Theory,6,3,66
10186,Theory,6,3,67
101263,Theory,5,0,68
358894,Theory,5,0,69
3223,Theory,5,4,70
3236,Theory,5,2,71
11342,Theory,5,4,72
52784,Theory,5,3,73
11339,Theory,5,1,74
27249,Theory,5,3,75
167656,Theory,5,4,76
1107567,Theory,5,4,77
107251,Theory,5,4,78
219239,Theory,5,4,79
86840,Theory,5,3,80
573553,Theory,5,1,81
30901,Theory,5,4,82
9513,Theory,5,2,83
1108167,Theory,5,5,84
9515,Theory,5,4,85
46547,Theory,5,4,86
239800,Theory,5,4,87
95718,Theory,5,3,88
3217,Theory,5,4,89
12197,Theory,5,2,90
14549,Theory,5,4,91
42221,Theory,5,1,92
42207,Theory,5,4,93
1116268,Theory,5,3,94
976284,Theory,5,5,95
59626,Theory,5,3,96
249858,Theory,5,2,97
1121867,Theory,5,4,98
6539,Theory,5,2,99
35,Genetic_Algorithms,168,59,0
887,Genetic_Algorithms,30,17,1
82920,Genetic_Algorithms,23,10,2
12576,Genetic_Algorithms,22,11,3
85352,Genetic_Algorithms,17,5,4
1688,Genetic_Algorithms,17,4,5
210871,Genetic_Algorithms,16,9,6
54129,Genetic_Algorithms,15,4,7
54131,Genetic_Algorithms,15,6,8
35061,Genetic_Algorithms,15,10,9
38205,Genetic_Algorithms,14,7,10
56115,Genetic_Algorithms,12,7,11
287787,Genetic_Algorithms,12,2,12
22229,Genetic_Algorithms,12,3,13
41714,Genetic_Algorithms,12,7,14
108047,Genetic_Algorithms,12,4,15
57119,Genetic_Algorithms,11,2,16
14062,Genetic_Algorithms,11,4,17
84021,Genetic_Algorithms,11,5,18
103515,Genetic_Algorithms,11,4,19
503883,Genetic_Algorithms,11,5,20
45605,Genetic_Algorithms,11,7,21
8875,Genetic_Algorithms,10,5,22
575077,Genetic_Algorithms,10,5,23
33907,Genetic_Algorithms,9,4,24
56119,Genetic_Algorithms,9,6,25
578646,Genetic_Algorithms,9,3,26
579008,Genetic_Algorithms,8,5,27
127033,Genetic_Algorithms,8,5,28
141342,Genetic_Algorithms,8,6,29
56112,Genetic_Algorithms,8,5,30
87417,Genetic_Algorithms,8,3,31
5966,Genetic_Algorithms,8,4,32
56709,Genetic_Algorithms,8,5,33
54132,Genetic_Algorithms,8,2,34
8865,Genetic_Algorithms,8,3,35
66556,Genetic_Algorithms,8,6,36
33895,Genetic_Algorithms,7,3,37
195792,Genetic_Algorithms,7,3,38
198653,Genetic_Algorithms,7,6,39
94641,Genetic_Algorithms,7,3,40
69284,Genetic_Algorithms,7,4,41
78511,Genetic_Algorithms,7,4,42
8874,Genetic_Algorithms,7,3,43
568857,Genetic_Algorithms,7,4,44
61069,Genetic_Algorithms,7,2,45
289780,Genetic_Algorithms,7,4,46
593942,Genetic_Algorithms,7,2,47
144701,Genetic_Algorithms,7,2,48
70970,Genetic_Algorithms,7,3,49
116545,Genetic_Algorithms,6,3,50
646809,Genetic_Algorithms,6,4,51
240791,Genetic_Algorithms,6,4,52
66563,Genetic_Algorithms,6,4,53
248425,Genetic_Algorithms,6,4,54
97390,Genetic_Algorithms,6,4,55
307015,Genetic_Algorithms,6,2,56
593091,Genetic_Algorithms,6,3,57
513189,Genetic_Algorithms,6,2,58
141324,Genetic_Algorithms,6,4,59
94639,Genetic_Algorithms,6,2,60
44455,Genetic_Algorithms,6,3,61
62329,Genetic_Algorithms,6,1,62
19045,Genetic_Algorithms,6,2,63
593240,Genetic_Algorithms,6,3,64
227178,Genetic_Algorithms,6,3,65
83725,Genetic_Algorithms,6,5,66
289781,Genetic_Algorithms,6,4,67
210872,Genetic_Algorithms,6,2,68
58758,Genetic_Algorithms,6,3,69
1119708,Genetic_Algorithms,5,4,70
1129683,Genetic_Algorithms,5,4,71
1153943,Genetic_Algorithms,5,4,72
503893,Genetic_Algorithms,5,3,73
592975,Genetic_Algorithms,5,3,74
198443,Genetic_Algorithms,5,2,75
1113438,Genetic_Algorithms,5,4,76
595056,Genetic_Algorithms,5,4,77
1026,Genetic_Algorithms,5,0,78
578845,Genetic_Algorithms,5,2,79
263279,Genetic_Algorithms,5,5,80
682815,Genetic_Algorithms,5,4,81
246618,Genetic_Algorithms,5,3,82
801170,Genetic_Algorithms,5,4,83
22241,Genetic_Algorithms,5,1,84
594387,Genetic_Algorithms,5,4,85
646913,Genetic_Algorithms,5,2,86
1114502,Genetic_Algorithms,5,3,87
9586,Genetic_Algorithms,5,3,88
1152358,Genetic_Algorithms,5,3,89
1033,Genetic_Algorithms,5,3,90
116553,Genetic_Algorithms,5,3,91
1120643,Genetic_Algorithms,5,1,92
132806,Genetic_Algorithms,5,2,93
1153577,Genetic_Algorithms,5,4,94
575292,Genetic_Algorithms,5,2,95
578645,Genetic_Algorithms,5,5,96
190706,Genetic_Algorithms,5,3,97
1123530,Genetic_Algorithms,5,1,98
33904,Genetic_Algorithms,5,3,99
20193,Case_Based,23,6,0
10796,Case_Based,17,6,1
1481,Case_Based,16,8,2
6334,Case_Based,16,8,3
1956,Case_Based,12,7,4
10183,Case_Based,11,4,5
10798,Case_Based,11,8,6
1959,Case_Based,10,4,7
112378,Case_Based,10,9,8
5064,Case_Based,9,5,9
6767,Case_Based,9,5,10
3085,Case_Based,9,6,11
22386,Case_Based,8,2,12
3828,Case_Based,8,5,13
15889,Case_Based,8,4,14
27631,Case_Based,8,6,15
936,Case_Based,8,4,16
10435,Case_Based,8,4,17
56167,Case_Based,8,2,18
73327,Case_Based,8,3,19
3097,Case_Based,8,5,20
3112,Case_Based,8,3,21
64271,Case_Based,7,6,22
145215,Case_Based,7,7,23
91853,Case_Based,7,3,24
28447,Case_Based,7,1,25
36620,Case_Based,7,4,26
3101,Case_Based,7,6,27
5069,Case_Based,7,5,28
39131,Case_Based,7,6,29
17798,Case_Based,7,4,30
5062,Case_Based,7,6,31
3222,Case_Based,6,2,32
9708,Case_Based,6,4,33
75121,Case_Based,6,4,34
1949,Case_Based,6,5,35
37483,Case_Based,6,5,36
110163,Case_Based,6,5,37
39130,Case_Based,6,3,38
14531,Case_Based,6,4,39
38845,Case_Based,6,4,40
3084,Case_Based,6,4,41
38829,Case_Based,6,3,42
3095,Case_Based,6,3,43
5600,Case_Based,6,0,44
95188,Case_Based,6,4,45
83449,Case_Based,6,3,46
521207,Case_Based,6,3,47
20528,Case_Based,6,4,48
110162,Case_Based,5,4,49
654177,Case_Based,5,5,50
1107067,Case_Based,5,5,51
200480,Case_Based,5,4,52
1130539,Case_Based,5,5,53
5959,Case_Based,5,1,54
943,Case_Based,5,4,55
1114777,Case_Based,5,1,56
143323,Case_Based,5,4,57
35490,Case_Based,5,4,58
1108267,Case_Based,5,4,59
8821,Case_Based,5,3,60
101143,Case_Based,5,2,61
1113934,Case_Based,5,3,62
74975,Case_Based,5,2,63
941,Case_Based,5,2,64
1152896,Case_Based,5,4,65
1131728,Case_Based,5,5,66
6343,Case_Based,5,3,67
20178,Case_Based,5,4,68
141868,Case_Based,5,5,69
1125992,Case_Based,5,3,70
110164,Case_Based,5,4,71
1108329,Case_Based,5,3,72
1120563,Case_Based,5,5,73
70444,Case_Based,5,1,74
91852,Case_Based,5,4,75
1952,Case_Based,5,3,76
221302,Case_Based,4,4,77
1116410,Case_Based,4,3,78
28265,Case_Based,4,2,79
1106236,Case_Based,4,2,80
1103394,Case_Based,4,2,81
385067,Case_Based,4,2,82
63835,Case_Based,4,2,83
38846,Case_Based,4,3,84
117328,Case_Based,4,3,85
1153891,Case_Based,4,4,86
81714,Case_Based,4,2,87
97892,Case_Based,4,4,88
521251,Case_Based,4,2,89
1114864,Case_Based,4,3,90
417017,Case_Based,4,4,91
154134,Case_Based,4,3,92
175909,Case_Based,4,3,93
22876,Case_Based,4,0,94
1103038,Case_Based,4,2,95
1107171,Case_Based,4,1,96
429805,Case_Based,4,4,97
5075,Case_Based,4,3,98
1953,Case_Based,4,1,99
