paper_id,class_label,degree_full_graph,degree_subset_if_available,selection_rank_within_class
395725,Neural_Networks,6,4,66
103482,Neural_Networks,6,2,67
48550,Neural_Networks,6,3,68
141171,Neural_Networks,6,2,69
763009,Neural_Networks,6,3,70
175291,Neural_Networks,6,4,71
671269,Neural_Networks,6,3,72
19697,Neural_Networks,6,5,73
45533,Neural_Networks,6,2,74
2698,Neural_Networks,6,2,75
16437,Neural_Networks,6,1,76
12337,Neural_Networks,6,4,77
63915,Neural_Networks,6,6,78
24974,Neural_Networks,6,2,79
39199,Neural_Networks,6,3,80
99023,Neural_Networks,6,5,81
672070,Neural_Networks,6,5,82
133563,Neural_Networks,6,3,83
2695,Neural_Networks,6,3,84
13654,Neural_Networks,6,0,85
12439,Neural_Networks,6,4,86
641976,Neural_Networks,6,4,87
93555,Neural_Networks,6,3,88
25184,Neural_Networks,6,4,89
34263,Neural_Networks,6,3,90
75695,Neural_Networks,6,2,91
284023,Neural_Networks,5,2,92
1154123,Neural_Networks,5,5,93
119761,Neural_Networks,5,3,94
1132968,Neural_Networks,5,5,95
672071,Neural_Networks,5,3,96
249421,Neural_Networks,5,1,97
396412,Neural_Networks,5,4,98
1136397,Neural_Networks,5,5,99
751408,Neural_Networks,5,4,100
686532,Neural_Networks,5,5,101
162080,Neural_Networks,5,0,102
16471,Neural_Networks,5,1,103
141160,Neural_Networks,5,0,104
300806,Neural_Networks,5,4,105
205192,Neural_Networks,5,4,106
96335,Neural_Networks,5,5,107
696346,Neural_Networks,5,5,108
578347,Neural_Networks,5,4,109
43698,Neural_Networks,5,4,110
184918,Neural_Networks,5,3,111
560936,Neural_Networks,5,4,112
23502,Neural_Networks,5,4,113
8617,Neural_Networks,5,4,114
578309,Neural_Networks,5,4,115
31349,Neural_Networks,5,5,116
31336,Neural_Networks,5,4,117
144408,Neural_Networks,5,3,118
1123188,Neural_Networks,5,5,119
1126044,Neural_Networks,5,3,120
1140543,Neural_Networks,5,1,121
675649,Neural_Networks,5,3,122
1111240,Neural_Networks,5,1,123
1154124,Neural_Networks,5,5,124
78552,Neural_Networks,5,5,125
314459,Neural_Networks,5,2,126
16451,Neural_Networks,5,2,127
5194,Neural_Networks,5,1,128
33823,Neural_Networks,5,3,129
120084,Neural_Networks,5,2,130
46887,Neural_Networks,5,1,131
180373,Neural_Networks,5,4,132
631052,Neural_Networks,5,3,133
763010,Neural_Networks,5,2,134
156977,Neural_Networks,5,1,135
1136446,Neural_Networks,5,2,136
87482,Neural_Networks,5,5,137
90888,Neural_Networks,5,4,138
1108834,Neural_Networks,5,4,139
2440,Rule_Learning,31,28,0
8703,Rule_Learning,19,13,1
39127,Rule_Learning,16,13,2
3218,Rule_Learning,15,12,3
6935,Rule_Learning,10,10,4
11335,Rule_Learning,9,1,5
4649,Rule_Learning,9,8,6
6923,Rule_Learning,9,9,7
8594,Rule_Learning,8,8,8
49843,Rule_Learning,8,8,9
22431,Rule_Learning,8,7,10
18615,Rule_Learning,7,7,11
6639,Rule_Learning,7,7,12
6917,Rule_Learning,7,7,13
75969,Rule_Learning,7,7,14
116084,Rule_Learning,7,7,15
63931,Rule_Learning,7,7,16
85688,Rule_Learning,6,6,17
193352,Rule_Learning,6,5,18
75972,Rule_Learning,6,6,19
51909,Rule_Learning,6,5,20
178209,Rule_Learning,6,6,21
592830,Rule_Learning,6,6,22
136766,Rule_Learning,6,4,23
235679,Rule_Learning,6,6,24
49844,Rule_Learning,6,6,25
1105932,Rule_Learning,5,5,26
424,Rule_Learning,5,1,27
193347,Rule_Learning,5,5,28
1128935,Rule_Learning,5,5,29
591017,Rule_Learning,5,5,30
1000012,Rule_Learning,5,5,31
1106388,Rule_Learning,5,5,32
235683,Rule_Learning,5,5,33
49847,Rule_Learning,5,5,34
1127851,Rule_Learning,5,5,35
187354,Rule_Learning,5,5,36
13717,Rule_Learning,5,3,37
72908,Rule_Learning,5,5,38
8591,Rule_Learning,5,4,39
1131719,Rule_Learning,5,5,40
136768,Rule_Learning,4,4,41
193354,Rule_Learning,4,4,42
133615,Rule_Learning,4,4,43
11148,Rule_Learning,4,4,44
1129835,Rule_Learning,4,4,45
58268,Rule_Learning,4,4,46
195150,Rule_Learning,4,4,47
591016,Rule_Learning,4,4,48
1110426,Rule_Learning,4,4,49
372862,Rule_Learning,4,4,50
235678,Rule_Learning,4,4,51
449841,Rule_Learning,4,3,52
27230,Rule_Learning,4,3,53
235670,Rule_Learning,4,4,54
1106492,Rule_Learning,4,1,55
1153811,Rule_Learning,4,3,56
135766,Rule_Learning,4,4,57
137359,Rule_Learning,4,3,58
61417,Rule_Learning,4,3,59
137380,Rule_Learning,4,2,60
568045,Rule_Learning,4,4,61
93923,Rule_Learning,4,4,62
1786,Rule_Learning,4,4,63
57773,Rule_Learning,4,4,64
6941,Rule_Learning,4,4,65
1213,Rule_Learning,4,2,66
308232,Rule_Learning,3,3,67
8687,Rule_Learning,3,2,68
1128856,Rule_Learning,3,3,69
25413,Rule_Learning,3,3,70
1154525,Rule_Learning,3,3,71
212777,Rule_Learning,3,3,72
6939,Rule_Learning,3,2,73
52835,Rule_Learning,3,2,74
277263,Rule_Learning,3,3,75
1105428,Rule_Learning,3,2,76
55403,Rule_Learning,3,3,77
592826,Rule_Learning,3,2,78
66782,Rule_Learning,3,1,79
1154524,Rule_Learning,3,3,80
1114512,Rule_Learning,3,3,81
1153101,Rule_Learning,3,3,82
116081,Rule_Learning,3,3,83
13024,Rule_Learning,3,3,84
1108728,Rule_Learning,3,3,85
411092,Rule_Learning,3,3,86
954315,Rule_Learning,3,2,87
135765,Rule_Learning,3,3,88
116087,Rule_Learning,3,3,89
1153150,Rule_Learning,3,3,90
137956,Rule_Learning,3,3,91
232606,Rule_Learning,3,3,92
232605,Rule_Learning,3,3,93
612306,Rule_Learning,3,3,94
68463,Rule_Learning,3,3,95
38000,Rule_Learning,3,3,96
263482,Rule_Learning,3,3,97
709113,Rule_Learning,3,2,98
1128531,Rule_Learning,3,3,99
238099,Rule_Learning,3,3,100
1107095,Rule_Learning,3,2,101
263486,Rule_Learning,3,3,102
1119295,Rule_Learning,3,3,103
151430,Rule_Learning,3,3,104
601561,Rule_Learning,3,3,105
20857,Rule_Learning,3,3,106
689439,Rule_Learning,3,2,107
1120650,Rule_Learning,3,3,108
1155073,Rule_Learning,3,3,109
1117786,Rule_Learning,3,3,110
94416,Rule_Learning,2,1,111
520471,Rule_Learning,2,1,112
649944,Rule_Learning,2,2,113
180187,Rule_Learning,2,2,114
1132809,Rule_Learning,2,2,115
1153169,Rule_Learning,2,2,116
1153091,Rule_Learning,2,2,117
23546,Rule_Learning,2,2,118
1127619,Rule_Learning,2,2,119
601567,Rule_Learning,2,2,120
145315,Rule_Learning,2,2,121
216877,Rule_Learning,2,1,122
899119,Rule_Learning,2,2,123
160732,Rule_Learning,2,1,124
46452,Rule_Learning,2,2,125
294126,Rule_Learning,2,2,126
1153866,Rule_Learning,2,2,127
1118302,Rule_Learning,2,2,128
101660,Rule_Learning,2,2,129
308003,Rule_Learning,2,2,130
252715,Rule_Learning,2,2,131
217852,Rule_Learning,2,2,132
1127863,Rule_Learning,2,2,133
20821,Rule_Learning,2,2,134
1115670,Rule_Learning,2,2,135
397590,Rule_Learning,2,1,136
562940,Rule_Learning,2,2,137
66596,Rule_Learning,2,1,138
9559,Rule_Learning,2,0,139
6213,Reinforcement_Learning,78,60,0
114,Reinforcement_Learning,42,33,1
4584,Reinforcement_Learning,32,26,2
6214,Reinforcement_Learning,32,30,3
117,Reinforcement_Learning,17,15,4
28350,Reinforcement_Learning,14,12,5
17476,Reinforcement_Learning,13,10,6
6184,Reinforcement_Learning,12,9,7
28287,Reinforcement_Learning,12,7,8
6163,Reinforcement_Learning,12,11,9
6209,Reinforcement_Learning,11,10,10
6151,Reinforcement_Learning,11,10,11
7419,Reinforcement_Learning,10,9,12
20534,Reinforcement_Learning,10,8,13
6196,Reinforcement_Learning,9,8,14
17208,Reinforcement_Learning,9,7,15
128,Reinforcement_Learning,8,7,16
134128,Reinforcement_Learning,8,7,17
23258,Reinforcement_Learning,8,5,18
6385,Reinforcement_Learning,8,7,19
28290,Reinforcement_Learning,8,7,20
6220,Reinforcement_Learning,8,8,21
124064,Reinforcement_Learning,8,7,22
8872,Reinforcement_Learning,8,4,23
6224,Reinforcement_Learning,8,8,24
86359,Reinforcement_Learning,7,3,25
28202,Reinforcement_Learning,7,3,26
6169,Reinforcement_Learning,7,6,27
341188,Reinforcement_Learning,7,7,28
17201,Reinforcement_Learning,7,5,29
197054,Reinforcement_Learning,6,5,30
28278,Reinforcement_Learning,6,6,31
38480,Reinforcement_Learning,6,5,32
130,Reinforcement_Learning,6,6,33
6216,Reinforcement_Learning,6,5,34
91975,Reinforcement_Learning,6,6,35
6378,Reinforcement_Learning,6,4,36
28504,Reinforcement_Learning,6,3,37
7430,Reinforcement_Learning,6,5,38
20526,Reinforcement_Learning,6,6,39
434,Reinforcement_Learning,6,5,40
193742,Reinforcement_Learning,6,5,41
6155,Reinforcement_Learning,6,6,42
135130,Reinforcement_Learning,6,3,43
28471,Reinforcement_Learning,5,5,44
682666,Reinforcement_Learning,5,4,45
23774,Reinforcement_Learning,5,4,46
976334,Reinforcement_Learning,5,5,47
1130567,Reinforcement_Learning,5,5,48
95589,Reinforcement_Learning,5,5,49
1120731,Reinforcement_Learning,5,5,50
28485,Reinforcement_Learning,5,5,51
168410,Reinforcement_Learning,5,5,52
28487,Reinforcement_Learning,5,4,53
755217,Reinforcement_Learning,5,5,54
28387,Reinforcement_Learning,5,5,55
1116347,Reinforcement_Learning,5,4,56
6210,Reinforcement_Learning,5,4,57
81350,Reinforcement_Learning,5,5,58
1103315,Reinforcement_Learning,5,5,59
628500,Reinforcement_Learning,5,5,60
28227,Reinforcement_Learning,5,5,61
55968,Reinforcement_Learning,5,5,62
13960,Reinforcement_Learning,5,4,63
18834,Reinforcement_Learning,5,3,64
1246,Reinforcement_Learning,5,4,65
1113459,Reinforcement_Learning,5,3,66
345340,Reinforcement_Learning,5,5,67
13193,Reinforcement_Learning,5,4,68
35863,Reinforcement_Learning,5,3,69
1035,Reinforcement_Learning,5,3,70
1105764,Reinforcement_Learning,5,3,71
6215,Reinforcement_Learning,5,4,72
1111304,Reinforcement_Learning,5,4,73
7047,Reinforcement_Learning,5,1,74
188471,Reinforcement_Learning,4,4,75
75674,Reinforcement_Learning,4,3,76
18832,Reinforcement_Learning,4,3,77
64519,Reinforcement_Learning,4,4,78
1125092,Reinforcement_Learning,4,2,79
95579,Reinforcement_Learning,4,2,80
95586,Reinforcement_Learning,4,4,81
1103162,Reinforcement_Learning,4,2,82
1122425,Reinforcement_Learning,4,4,83
39403,Reinforcement_Learning,4,4,84
1106172,Reinforcement_Learning,4,4,85
58540,Reinforcement_Learning,4,4,86
1130600,Reinforcement_Learning,4,4,87
399339,Reinforcement_Learning,4,4,88
1118245,Reinforcement_Learning,4,4,89
1107312,Reinforcement_Learning,4,4,90
32872,Reinforcement_Learning,4,4,91
28491,Reinforcement_Learning,4,1,92
1106406,Reinforcement_Learning,4,4,93
1113739,Reinforcement_Learning,4,4,94
1126029,Reinforcement_Learning,4,4,95
13208,Reinforcement_Learning,4,3,96
308529,Reinforcement_Learning,4,3,97
1107355,Reinforcement_Learning,4,4,98
1153287,Reinforcement_Learning,4,4,99
628668,Reinforcement_Learning,4,2,100
36167,Reinforcement_Learning,4,3,101
35852,Reinforcement_Learning,4,3,102
892139,Reinforcement_Learning,4,4,103
1111052,Reinforcement_Learning,4,4,104
1107455,Reinforcement_Learning,4,4,105
28412,Reinforcement_Learning,4,3,106
170338,Reinforcement_Learning,3,3,107
33013,Reinforcement_Learning,3,3,108
1117942,Reinforcement_Learning,3,3,109
288,Reinforcement_Learning,3,3,110
1129243,Reinforcement_Learning,3,3,111
181782,Reinforcement_Learning,3,3,112
95435,Reinforcement_Learning,3,3,113
93320,Reinforcement_Learning,3,3,114
8213,Reinforcement_Learning,3,3,115
1106112,Reinforcement_Learning,3,1,116
13195,Reinforcement_Learning,3,3,117
1106547,Reinforcement_Learning,3,3,118
628815,Reinforcement_Learning,3,3,119
13917,Reinforcement_Learning,3,2,120
1113182,Reinforcement_Learning,3,3,121
206259,Reinforcement_Learning,3,2,122
184157,Reinforcement_Learning,3,3,123
214472,Reinforcement_Learning,3,1,124
118259,Reinforcement_Learning,3,3,125
95594,Reinforcement_Learning,3,3,126
145384,Reinforcement_Learning,3,3,127
6152,Reinforcement_Learning,3,2,128
62347,Reinforcement_Learning,3,2,129
20972,Reinforcement_Learning,3,2,130
118559,Reinforcement_Learning,3,1,131
1118092,Reinforcement_Learning,3,3,132
1105148,Reinforcement_Learning,3,2,133
118260,Reinforcement_Learning,3,3,134
230300,Reinforcement_Learning,3,3,135
1109957,Reinforcement_Learning,3,3,136
1113614,Reinforcement_Learning,3,3,137
1152740,Reinforcement_Learning,3,3,138
218410,Reinforcement_Learning,3,2,139
4330,Probabilistic_Methods,40,10,0
39890,Probabilistic_Methods,19,15,1
3191,Probabilistic_Methods,17,8,2
35922,Probabilistic_Methods,16,6,3
643221,Probabilistic_Methods,16,10,4
4335,Probabilistic_Methods,16,6,5
16819,Probabilistic_Methods,14,5,6
642894,Probabilistic_Methods,14,5,7
18777,Probabilistic_Methods,13,7,8
5086,Probabilistic_Methods,12,5,9
3233,Probabilistic_Methods,12,9,10
6913,Probabilistic_Methods,12,3,11
31489,Probabilistic_Methods,12,3,12
65074,Probabilistic_Methods,12,9,13
16008,Probabilistic_Methods,11,7,14
1997,Probabilistic_Methods,10,6,15
73162,Probabilistic_Methods,10,6,16
77438,Probabilistic_Methods,10,5,17
6818,Probabilistic_Methods,10,6,18
3192,Probabilistic_Methods,10,6,19
153063,Probabilistic_Methods,10,4,20
28957,Probabilistic_Methods,9,6,21
1717,Probabilistic_Methods,9,3,22
6814,Probabilistic_Methods,9,5,23
154982,Probabilistic_Methods,8,4,24
33231,Probabilistic_Methods,8,5,25
14429,Probabilistic_Methods,8,5,26
714289,Probabilistic_Methods,8,5,27
23070,Probabilistic_Methods,8,5,28
4329,Probabilistic_Methods,8,4,29
66794,Probabilistic_Methods,7,3,30
36802,Probabilistic_Methods,7,5,31
162664,Probabilistic_Methods,7,3,32
126927,Probabilistic_Methods,7,6,33
35778,Probabilistic_Methods,7,5,34
20924,Probabilistic_Methods,7,7,35
36162,Probabilistic_Methods,7,2,36
39165,Probabilistic_Methods,7,5,37
643239,Probabilistic_Methods,7,5,38
653441,Probabilistic_Methods,7,5,39
39126,Probabilistic_Methods,7,6,40
189571,Probabilistic_Methods,7,7,41
108962,Probabilistic_Methods,7,4,42
31479,Probabilistic_Methods,7,5,43
27535,Probabilistic_Methods,7,5,44
14430,Probabilistic_Methods,7,4,45
644577,Probabilistic_Methods,7,2,46
137868,Probabilistic_Methods,7,3,47
642681,Probabilistic_Methods,7,3,48
73146,Probabilistic_Methods,6,5,49
714256,Probabilistic_Methods,6,5,50
559804,Probabilistic_Methods,6,5,51
7032,Probabilistic_Methods,6,1,52
37888,Probabilistic_Methods,6,6,53
38537,Probabilistic_Methods,6,2,54
89416,Probabilistic_Methods,6,2,55
40605,Probabilistic_Methods,6,3,56
644093,Probabilistic_Methods,6,6,57
14428,Probabilistic_Methods,6,4,58
293974,Probabilistic_Methods,6,6,59
134316,Probabilistic_Methods,6,4,60
134307,Probabilistic_Methods,6,5,61
15987,Probabilistic_Methods,6,4,62
189856,Probabilistic_Methods,6,4,63
50337,Probabilistic_Methods,6,4,64
50336,Probabilistic_Methods,6,4,65
167670,Probabilistic_Methods,6,6,66
646286,Probabilistic_Methods,6,6,67
52515,Probabilistic_Methods,5,3,68
129897,Probabilistic_Methods,5,5,69
1125469,Probabilistic_Methods,5,5,70
561581,Probabilistic_Methods,5,2,71
34082,Probabilistic_Methods,5,4,72
14431,Probabilistic_Methods,5,3,73
87915,Probabilistic_Methods,5,3,74
105899,Probabilistic_Methods,5,5,75
1115701,Probabilistic_Methods,5,4,76
445938,Probabilistic_Methods,5,4,77
300071,Probabilistic_Methods,5,3,78
103543,Probabilistic_Methods,5,1,79
94713,Probabilistic_Methods,5,3,80
645897,Probabilistic_Methods,5,3,81
523394,Probabilistic_Methods,5,3,82
159897,Probabilistic_Methods,5,4,83
644448,Probabilistic_Methods,5,2,84
116790,Probabilistic_Methods,5,4,85
142268,Probabilistic_Methods,5,3,86
645016,Probabilistic_Methods,5,0,87
189774,Probabilistic_Methods,5,2,88
108974,Probabilistic_Methods,5,3,89
1109581,Probabilistic_Methods,5,2,90
714748,Probabilistic_Methods,5,4,91
29723,Probabilistic_Methods,5,3,92
1123068,Probabilistic_Methods,5,3,93
1154232,Probabilistic_Methods,5,5,94
1131137,Probabilistic_Methods,5,4,95
20923,Probabilistic_Methods,5,4,96
40125,Probabilistic_Methods,5,1,97
51049,Probabilistic_Methods,5,4,98
289885,Probabilistic_Methods,5,5,99
294030,Probabilistic_Methods,5,5,100
189566,Probabilistic_Methods,5,2,101
633585,Probabilistic_Methods,5,2,102
714260,Probabilistic_Methods,5,3,103
1108389,Probabilistic_Methods,5,4,104
562067,Probabilistic_Methods,5,0,105
642827,Probabilistic_Methods,5,4,106
91581,Probabilistic_Methods,5,4,107
561595,Probabilistic_Methods,5,2,108
1131236,Probabilistic_Methods,5,5,109
3237,Probabilistic_Methods,5,3,110
683355,Probabilistic_Methods,5,3,111
65057,Probabilistic_Methods,5,3,112
108983,Probabilistic_Methods,5,3,113
3187,Probabilistic_Methods,5,3,114
633081,Probabilistic_Methods,5,2,115
1129994,Probabilistic_Methods,5,2,116
662416,Probabilistic_Methods,5,4,117
149669,Probabilistic_Methods,5,3,118
124952,Probabilistic_Methods,5,0,119
1154103,Probabilistic_Methods,4,2,120
74698,Probabilistic_Methods,4,4,121
644494,Probabilistic_Methods,4,1,122
31483,Probabilistic_Methods,4,3,123
504,Probabilistic_Methods,4,1,124
626530,Probabilistic_Methods,4,0,125
189572,Probabilistic_Methods,4,3,126
645046,Probabilistic_Methods,4,1,127
1103969,Probabilistic_Methods,4,4,128
51879,Probabilistic_Methods,4,3,129
129896,Probabilistic_Methods,4,4,130
645084,Probabilistic_Methods,4,1,131
521855,Probabilistic_Methods,4,3,132
158172,Probabilistic_Methods,4,4,133
173884,Probabilistic_Methods,4,3,134
1105531,Probabilistic_Methods,4,4,135
242663,Probabilistic_Methods,4,3,136
51045,Probabilistic_Methods,4,3,137
28964,Probabilistic_Methods,4,1,138
1152633,Probabilistic_Methods,4,3,139
3231,Theory,36,22,0
1272,Theory,34,19,1
24966,Theory,29,9,2
8224,Theory,26,21,3
12182,Theory,23,9,4
10169,Theory,21,11,5
12350,Theory,21,15,6
15429,Theory,19,11,7
2653,Theory,18,7,8
23738,Theory,17,10,9
4804,Theory,17,12,10
10177,Theory,15,12,11
89547,Theory,13,7,12
2654,Theory,13,4,13
46491,Theory,12,7,14
3243,Theory,12,7,15
36140,Theory,12,9,16
20601,Theory,12,10,17
79809,Theory,11,4,18
27627,Theory,10,5,19
12195,Theory,10,7,20
40151,Theory,10,4,21
20602,Theory,10,8,22
45189,Theory,10,7,23
67415,Theory,10,8,24
30895,Theory,10,6,25
6125,Theory,10,5,26
23116,Theory,9,3,27
65650,Theory,9,7,28
12210,Theory,9,8,29
6741,Theory,9,5,30
2354,Theory,8,6,31
63486,Theory,8,3,32
8079,Theory,8,7,33
38722,Theory,8,7,34
12198,Theory,8,6,35
25805,Theory,8,4,36
4660,Theory,7,6,37
57948,Theory,7,4,38
3240,Theory,7,4,39
3232,Theory,7,4,40
65653,Theory,7,5,41
6311,Theory,7,4,42
27895,Theory,7,4,43
582343,Theory,6,4,44
27510,Theory,6,3,45
57764,Theory,6,3,46
32276,Theory,6,2,47
19231,Theory,6,2,48
753047,Theory,6,1,49
12158,Theory,6,6,50
12199,Theory,6,5,51
124734,Theory,6,6,52
6771,Theory,6,6,53
171954,Theory,6,2,54
12247,Theory,6,5,55
66594,Theory,6,5,56
18619,Theory,6,6,57
12165,Theory,6,5,58
101811,Theory,6,4,59
51180,Theory,6,4,60
389715,Theory,6,5,61
51866,Theory,6,4,62
49660,Theory,6,6,63
40124,Theory,6,3,64
45188,Theory,6,3,65
5055,Theory,6,3,66
10186,Theory,6,5,67
101263,Theory,5,3,68
358894,Theory,5,1,69
3223,Theory,5,4,70
3236,Theory,5,4,71
11342,Theory,5,5,72
52784,Theory,5,4,73
11339,Theory,5,1,74
27249,Theory,5,4,75
167656,Theory,5,4,76
1107567,Theory,5,5,77
107251,Theory,5,4,78
219239,Theory,5,5,79
86840,Theory,5,3,80
573553,Theory,5,1,81
30901,Theory,5,5,82
9513,Theory,5,3,83
1108167,Theory,5,5,84
9515,Theory,5,4,85
46547,Theory,5,4,86
239800,Theory,5,4,87
95718,Theory,5,3,88
3217,Theory,5,5,89
12197,Theory,5,2,90
14549,Theory,5,4,91
42221,Theory,5,3,92
42207,Theory,5,5,93
1116268,Theory,5,4,94
976284,Theory,5,5,95
59626,Theory,5,3,96
249858,Theory,5,3,97
1121867,Theory,5,4,98
6539,Theory,5,2,99
137790,Theory,5,3,100
27199,Theory,5,2,101
8699,Theory,5,5,102
28456,Theory,5,5,103
1999,Theory,5,3,104
164,Theory,5,4,105
66751,Theory,5,0,106
1102751,Theory,4,3,107
104840,Theory,4,3,108
753070,Theory,4,1,109
5038,Theory,4,4,110
95225,Theory,4,4,111
14807,Theory,4,1,112
1152290,Theory,4,2,113
105057,Theory,4,4,114
1103737,Theory,4,4,115
989397,Theory,4,2,116
192850,Theory,4,4,117
1120169,Theory,4,2,118
1105450,Theory,4,3,119
12960,Theory,4,1,120
77515,Theory,4,4,121
334153,Theory,4,2,122
74749,Theory,4,3,123
463825,Theory,4,3,124
6238,Theory,4,0,125
148399,Theory,4,3,126
174418,Theory,4,1,127
157761,Theory,4,3,128
1104055,Theory,4,4,129
12238,Theory,4,4,130
1112099,Theory,4,4,131
1104007,Theory,4,3,132
27250,Theory,4,3,133
272720,Theory,4,4,134
49811,Theory,4,4,135
368431,Theory,4,4,136
1152143,Theory,4,2,137
27606,Theory,4,3,138
22883,Theory,4,3,139
35,Genetic_Algorithms,168,79,0
887,Genetic_Algorithms,30,24,1
82920,Genetic_Algorithms,23,15,2
12576,Genetic_Algorithms,22,14,3
85352,Genetic_Algorithms,17,10,4
1688,Genetic_Algorithms,17,5,5
210871,Genetic_Algorithms,16,10,6
54129,Genetic_Algorithms,15,6,7
54131,Genetic_Algorithms,15,8,8
35061,Genetic_Algorithms,15,11,9
38205,Genetic_Algorithms,14,8,10
56115,Genetic_Algorithms,12,10,11
287787,Genetic_Algorithms,12,4,12
22229,Genetic_Algorithms,12,6,13
41714,Genetic_Algorithms,12,10,14
108047,Genetic_Algorithms,12,6,15
57119,Genetic_Algorithms,11,3,16
14062,Genetic_Algorithms,11,6,17
84021,Genetic_Algorithms,11,5,18
103515,Genetic_Algorithms,11,6,19
503883,Genetic_Algorithms,11,6,20
45605,Genetic_Algorithms,11,8,21
8875,Genetic_Algorithms,10,5,22
575077,Genetic_Algorithms,10,7,23
33907,Genetic_Algorithms,9,6,24
56119,Genetic_Algorithms,9,8,25
578646,Genetic_Algorithms,9,4,26
579008,Genetic_Algorithms,8,7,27
127033,Genetic_Algorithms,8,6,28
141342,Genetic_Algorithms,8,6,29
56112,Genetic_Algorithms,8,7,30
87417,Genetic_Algorithms,8,3,31
5966,Genetic_Algorithms,8,5,32
56709,Genetic_Algorithms,8,5,33
54132,Genetic_Algorithms,8,2,34
8865,Genetic_Algorithms,8,3,35
66556,Genetic_Algorithms,8,7,36
33895,Genetic_Algorithms,7,5,37
195792,Genetic_Algorithms,7,4,38
198653,Genetic_Algorithms,7,6,39
94641,Genetic_Algorithms,7,3,40
69284,Genetic_Algorithms,7,4,41
78511,Genetic_Algorithms,7,5,42
8874,Genetic_Algorithms,7,4,43
568857,Genetic_Algorithms,7,4,44
61069,Genetic_Algorithms,7,3,45
289780,Genetic_Algorithms,7,4,46
593942,Genetic_Algorithms,7,3,47
144701,Genetic_Algorithms,7,3,48
70970,Genetic_Algorithms,7,3,49
116545,Genetic_Algorithms,6,4,50
646809,Genetic_Algorithms,6,4,51
240791,Genetic_Algorithms,6,4,52
66563,Genetic_Algorithms,6,5,53
248425,Genetic_Algorithms,6,4,54
97390,Genetic_Algorithms,6,4,55
307015,Genetic_Algorithms,6,2,56
593091,Genetic_Algorithms,6,4,57
513189,Genetic_Algorithms,6,4,58
141324,Genetic_Algorithms,6,6,59
94639,Genetic_Algorithms,6,3,60
44455,Genetic_Algorithms,6,3,61
62329,Genetic_Algorithms,6,2,62
19045,Genetic_Algorithms,6,4,63
593240,Genetic_Algorithms,6,4,64
227178,Genetic_Algorithms,6,4,65
83725,Genetic_Algorithms,6,6,66
289781,Genetic_Algorithms,6,4,67
210872,Genetic_Algorithms,6,3,68
58758,Genetic_Algorithms,6,3,69
1119708,Genetic_Algorithms,5,4,70
1129683,Genetic_Algorithms,5,4,71
1153943,Genetic_Algorithms,5,4,72
503893,Genetic_Algorithms,5,3,73
592975,Genetic_Algorithms,5,3,74
198443,Genetic_Algorithms,5,3,75
1113438,Genetic_Algorithms,5,5,76
595056,Genetic_Algorithms,5,5,77
1026,Genetic_Algorithms,5,1,78
578845,Genetic_Algorithms,5,2,79
263279,Genetic_Algorithms,5,5,80
682815,Genetic_Algorithms,5,4,81
