family,n,trial,rmse_Z,rmse_F,rmse_sigma,rmse_Y,rmse_X,w0_err,w_err,nan_occurred,elapsed_s
bernoulli,150,3,0.19004156324095003,0.02746767264487746,0.015590112047713997,0.08649921001576877,0.31491785552601476,0.015811536821247696,0.06295529624052976,False,35.12484812736511
bernoulli,150,4,0.16990352067437575,0.038400333665087306,0.016859606640742368,0.08408932604629706,0.29971664016213406,0.0011159035606257417,0.026894149249982346,False,34.890395641326904
bernoulli,200,0,0.17883824459977818,0.027339477976993955,0.013151714847978009,0.0810526542691852,0.30466209470859196,0.06212498551552903,0.052778269774033326,False,53.751771450042725
bernoulli,200,1,0.16896671097107668,0.029891676840971892,0.011373543240775524,0.08028059687037321,0.3145003934674409,0.010014946175680328,0.06816228442810157,False,53.30371022224426
bernoulli,200,2,0.16898789787824098,0.02486253550926674,0.016948947689041493,0.07946581176599,0.3052129239167024,0.004889697668813864,0.09541366925261419,False,53.73857116699219
bernoulli,200,3,0.17396165133811395,0.021144793761314225,0.013549705111199897,0.08354368294407037,0.3162109587971504,0.040837550126929245,0.06350493665232215,False,54.77191209793091
bernoulli,200,4,0.16258315525552872,0.02379831925016288,0.010142765886065153,0.07757896790931733,0.30560060957236457,0.03738966502909169,0.0872536766596721,False,53.660767555236816
bernoulli,250,0,0.15715913587440816,0.017264013612162888,0.013834965641146472,0.07444382810492292,0.3030596169994308,0.04011388775150437,0.04299871213706674,False,79.2809784412384
bernoulli,250,1,0.16630521218580135,0.02412719243181073,0.006559377488719743,0.07995158602880938,0.3134659428348083,0.028158088139864645,0.07472893833603877,False,78.8799295425415
bernoulli,250,2,0.15886462304203378,0.021904979116681916,0.01318981255946884,0.07498649174543927,0.3084389489836325,0.0031520522390501293,0.04061376511241388,False,79.06883978843689
bernoulli,250,3,0.15703838908630036,0.019396749729333005,0.011408298332531151,0.07416921022662006,0.31102791185211776,0.003596290041683603,0.050936213281796094,False,79.7170467376709
bernoulli,250,4,0.16617028352267135,0.020245537717426255,0.014071637215783831,0.07952579377972355,0.3013564308358672,0.013597042145691796,0.04572326042084951,False,79.97150039672852
bernoulli,300,0,0.15516827578376474,0.018026526187357655,0.014144818156566923,0.07484717245960792,0.3047269445312,0.0019402878010936764,0.04522532339714602,False,110.43353176116943
bernoulli,300,1,0.15571713685009222,0.02047834561070032,0.0073484492220953325,0.07461370660293504,0.31694947868399137,0.03860661237623697,0.02893914260603836,False,110.52914667129517
bernoulli,300,2,0.1583784740347577,0.0212219748692896,0.009307478937054539,0.07596171672831539,0.31093188223574847,0.009186783899723938,0.016730773159119083,False,111.29123044013977
bernoulli,300,3,0.14684764311658122,0.022400084442222398,0.012374832808354682,0.06971433159595217,0.3123255000208061,0.0025121398931545746,0.05488014004611741,False,110.73057913780212
bernoulli,300,4,0.1570075064798514,0.0187783692211452,0.010440776686789133,0.07514258078975668,0.3077057195124648,0.01539188426049165,0.0825290242682537,False,111.45017123222351
poisson,50,0,0.2167112400661361,0.07296497047822618,0.04447424533838986,0.5910939445199571,0.3311039972074857,0.039346851969188495,0.014882345825797949,False,7.937181234359741
poisson,50,1,0.198113433949099,0.055948295329577125,0.023782173361172314,0.6640376158767651,0.31059720469120006,0.008312832548165427,0.0052404176815432635,False,7.766408920288086
poisson,50,2,0.17904956900147856,0.09586940492954303,0.031443455885193705,1.2980412422122034,0.3173908193592015,0.1380204632037354,0.06616502997479934,False,7.834507465362549
poisson,50,3,0.19362301225692505,0.04717835475838637,0.02848702048481566,0.6480542611718109,0.3030398262706022,0.024551783199676012,0.026934969701589873,False,7.931168794631958
poisson,50,4,0.17814462856392993,0.062081026336763094,0.02507666109786147,0.5285504731820184,0.30490638685743743,0.02201100037483554,0.030146871290284205,False,7.859063386917114
poisson,100,0,0.15549858264826816,0.03387545863550852,0.01581292537764555,0.4919523998722728,0.31665097200944275,0.004694679904777822,0.007714882561596803,False,17.076959133148193
poisson,100,1,0.2190876223620961,0.0958505270297175,0.017672386368896332,0.78636401300639,0.3146065016615987,0.14335584557372913,0.08736785577369882,False,17.165675163269043
poisson,100,2,0.17686380502506988,0.04203444556725306,0.019172907833118088,0.899225398569742,0.30799832621160894,0.07067100464579777,0.021680735359835113,False,17.089245557785034
poisson,100,3,0.1814731211387541,0.04386048921563975,0.018056788439239736,0.5559101126211873,0.31361527330221917,0.019703236177658096,0.013833284365327936,False,16.60429549217224
poisson,100,4,0.18933534564227034,0.03746831779119106,0.021790697609483572,0.6328331386158701,0.30323982145085887,0.018828394508257455,0.00310023004895571,False,16.838047981262207
poisson,150,0,0.15984930533741348,0.024897451343432228,0.013751439552390794,0.4995619042334444,0.3017415223258949,0.013043293126756382,0.008285832233011992,False,28.704124927520752
poisson,150,1,0.1454084730982719,0.03734695556033924,0.011951434866959277,0.5049280585225701,0.3279243942179058,0.04638315746288709,0.023350411462838783,False,28.802829027175903
poisson,150,2,0.15580379392181137,0.03183790763273263,0.01418406810575405,0.6483665487416842,0.30718458733120957,0.040888520466545536,0.0182175487818641,False,28.60751247406006
poisson,150,3,0.15315323600314182,0.03304720148454041,0.01620823000102604,0.5821998054182823,0.3178484827923017,0.020399254201583374,0.010695313344834645,False,28.847535133361816
poisson,150,4,0.1450465116876724,0.03272894008992771,0.017028810001173258,0.5770572572726109,0.2970912652423399,0.0002756878419293807,0.0019056068872668197,False,30.742242336273193
poisson,200,0,0.15045125726974143,0.02612414285416403,0.013359911642059633,0.49041312008453053,0.30328570054391163,0.008190457221211849,0.000795303270693104,False,43.8767249584198
poisson,200,1,0.14625185688873607,0.026213479011964785,0.010090245792846977,0.5044113686800248,0.31543072578505643,0.024426094412953188,0.009672567183428071,False,43.66374397277832
poisson,200,2,0.14226728028971378,0.02528259118947139,0.015907850915432318,0.5569429101547024,0.30431887282688574,0.015161689897509736,0.008132243838324615,False,43.96297836303711
poisson,200,3,0.15358855257286053,0.0230152402045984,0.012604119284931294,0.5066563425455395,0.3143450083412892,0.007458125753382928,0.0014504461587008244,False,43.890029430389404
poisson,200,4,0.14196954177118104,0.024343493384469686,0.011142978987521326,0.4592513569871435,0.30536652693133426,0.011531581674341922,0.004604224952478142,False,43.86288070678711
poisson,250,0,0.13479785942448952,0.017468276812862008,0.013251377061139442,0.4156052169614117,0.3018784629281082,0.011698124898105108,0.006915556444188564,False,63.798606157302856
poisson,250,1,0.13876632503649655,0.028626525843599905,0.007652287324251796,0.47911992648036505,0.3123741413839422,0.0011915418697975408,0.0010075329048616077,False,63.96393084526062
poisson,250,2,0.12883398264883883,0.022327712262115225,0.014116345266983051,0.5587378010992575,0.30736648492004326,0.019308228244061622,0.0070164568072009215,False,63.386293172836304
poisson,250,3,0.13578129654733265,0.01873556617041558,0.012567105685164151,0.4840231443342211,0.31218186149083066,0.007806990843328104,0.00632297467334908,False,63.77135872840881
poisson,250,4,0.13603167677158776,0.019872533233847873,0.014444487219711893,0.46557651508711767,0.30057426247237395,0.015841313758649677,0.0076729403246745265,False,63.59450602531433
poisson,300,0,0.13257290775731054,0.01752526538298389,0.014030615654237187,0.4439265787036563,0.3039047657445065,0.001011945987228019,0.0010096891022729482,False,88.63109302520752
poisson,300,1,0.13304049958718342,0.019043567448338454,0.00694914085104799,0.4659342881719448,0.31592543545678126,0.007203867154885158,0.0038356875121132172,False,88.24516773223877
poisson,300,2,0.1262047940349937,0.02387804367788281,0.008009269893372714,0.5770655834187074,0.3114330878180775,0.00763581563710372,0.005939681578944145,False,88.79867267608643
poisson,300,3,0.12436285133322364,0.020076223102649057,0.011977276408667279,0.4617122662422127,0.3144571343745763,0.00014884298986209257,0.0006408177101566714,False,84.76138591766357
poisson,300,4,0.12879253792744916,0.018826350258480437,0.009825346205778851,0.5117445588611698,0.30670897582194245,0.010540507289139339,0.0013963629244592157,False,83.3292305469513
gaussian,50,0,0.05339578705615995,0.0775815649798726,0.035926572535944085,0.05994870945713632,0.32506369632277865,0.0022523851765100756,8.521806181827074e-07,False,6.357272386550903
gaussian,50,1,0.053266304743995456,0.05580507347570261,0.017893651494057562,0.06428118158776928,0.3040199154621268,0.001270092054414328,0.0005122601277037786,False,6.206287860870361
gaussian,50,2,0.04618141447987683,0.08464145169324702,0.0306876187956773,0.05208302010476443,0.3233754413353774,0.00352208686813744,0.0017391384412779876,False,6.127472877502441
gaussian,50,3,0.050577156756172324,0.043375946671909055,0.021517577969998078,0.06225234014433578,0.3033603520020196,0.0013238034719140433,0.00020021654431817693,False,6.210602283477783
gaussian,50,4,0.047826096092867504,0.05790477227554934,0.021060326222954937,0.05573389993225876,0.3083525377428206,0.0007311279713088487,0.0012871282089670366,False,6.1967315673828125
gaussian,100,0,0.033807651308224655,0.031539119875510085,0.015448220174100991,0.04020946686322297,0.30981231145184335,0.0015827943781459603,0.000439531633623258,False,12.673238515853882
gaussian,100,1,0.03418060206032551,0.033332561498657265,0.015564172184154967,0.0413874911815078,0.31914210681126226,0.00015675001504483093,0.0006615275241669272,False,12.546303510665894
gaussian,100,2,0.034259742048116125,0.03318449765993277,0.015319546014825722,0.04155924608410618,0.3115882847175581,0.0009482804527216314,0.0010891638361620326,False,12.689685106277466
gaussian,100,3,0.035597760481239256,0.0412494016229885,0.016960556641885782,0.042939900122543416,0.3153995786780707,0.001137486438796526,0.0003772432034024331,False,12.812949895858765
gaussian,100,4,0.03637184825949097,0.03468039092988221,0.0170199413529677,0.04422141014274775,0.3040173394290945,0.0010157262334953038,0.001147888117325302,False,12.671835899353027
gaussian,150,0,0.030251271236463543,0.025166769234150125,0.012081606475322037,0.03700325972456736,0.304859457185978,0.0005477910486391466,0.0003441736854517541,False,20.879606008529663
gaussian,150,1,0.02959886400201978,0.026233657890348584,0.01142230518565409,0.03597046329745831,0.3252508217663198,0.0004565239179408648,0.0012139475212676332,False,20.793229818344116
gaussian,150,2,0.030015234581349946,0.023099101626511194,0.015859049482847106,0.0364987286173138,0.31326483008686157,0.0009459519638715304,0.00011400332705002736,False,20.837365865707397
gaussian,150,3,0.028918588792888212,0.03081156367284195,0.01408075669448383,0.03525537626934539,0.316709132275153,0.00039914643628338503,0.0003401231998655385,False,20.72705101966858
gaussian,150,4,0.02970437524748278,0.028593204955357474,0.014610457007635778,0.036072538193009214,0.30267972709282037,0.00025807636444743695,0.0005817586632728688,False,20.89563274383545
gaussian,200,0,0.025027312633616204,0.02478397960066138,0.010304753873259409,0.03056029634910001,0.30802108200379225,0.0008834285233636247,9.802620064347511e-05,False,30.72886562347412
gaussian,200,1,0.02429199603672667,0.023441327913019054,0.01214317951540623,0.02962942710888696,0.320082113308101,2.7608876299545497e-05,7.34942472478406e-05,False,30.757059574127197
gaussian,200,2,0.02521882591451875,0.02419386614228518,0.014498360336850891,0.03067457450693626,0.3145977060416324,0.0002985861280588935,0.0001650651751305965,False,30.553244590759277
gaussian,200,3,0.02500010756625976,0.022122703104766776,0.013432050141208686,0.03057552697729798,0.3194000464498426,4.708029035040823e-05,0.00023217516195139787,False,30.508617401123047
gaussian,200,4,0.024992371817341912,0.02512310052942386,0.009161860609415715,0.030512679052334866,0.3094847117408399,0.00015553498503013177,7.450343439641127e-05,False,30.806362867355347
gaussian,250,0,0.022495266408085714,0.01641429128290615,0.01078072270248927,0.027483243597266904,0.3053645924110976,0.0002397615484396623,0.0006328215407054305,False,44.82114386558533
gaussian,250,1,0.022007858764766536,0.024522102577577296,0.00845200078247977,0.026805677839055943,0.3200775704804497,0.00042857532358479047,6.71097088109085e-05,False,45.07555532455444
gaussian,250,2,0.021836031629769735,0.021487786224877202,0.013060542424360387,0.026702057812336994,0.3106736742193527,0.0006621387910494516,0.0001265778358539027,False,44.909738063812256
gaussian,250,3,0.02192259382797762,0.018221460383721584,0.010057940712399708,0.026900980115743427,0.31496271999056974,0.0002886259934834002,0.0007616723458918617,False,45.034592390060425
gaussian,250,4,0.02236020139272227,0.01868693816327236,0.010867196344085363,0.027178883099837174,0.30477867944901943,0.0002057184587199325,3.379529988811747e-05,False,44.913686752319336
gaussian,300,0,0.0209212206138255,0.017107133612638242,0.012216970117285987,0.025583220114294987,0.3058798740463425,0.0004149715570003645,0.000635650552518241,False,61.34972643852234
gaussian,300,1,0.01950321901467153,0.019827432412306233,0.007332411920634192,0.023968191676213745,0.32081295679862637,3.8846971825325116e-05,0.00013829882240701252,False,61.95671629905701
gaussian,300,2,0.019488257042559482,0.02182031046290201,0.007379837867818544,0.023890949975356394,0.31358136333469877,0.0005406376102758746,0.00010065200019093723,False,62.30517768859863
gaussian,300,3,0.020058496507178274,0.01951776563839761,0.010120835044852476,0.02457860002850338,0.3173758606425151,0.00029416777652594415,0.0002416592725169031,False,62.07526898384094
gaussian,300,4,0.021028516391143056,0.016949863761536094,0.00834472683731661,0.02572028180506177,0.31015153560089936,6.563941947190826e-05,0.0003456318009364412,False,61.31790781021118
