family,k_est,k_true,trial,data_seed,rmse_Z,rmse_X,Q_final,Q_strict,BIC,num_params,w0_est,w_est,nan_occurred,elapsed_s
poisson,1,3,0,7000,0.6809263907114343,0.8217637641274186,-7655.7378389690075,-21968.689930389155,44087.6989196012,30,0.24170206534786756,0.5756843871253091,False,23.901292085647583
poisson,1,3,1,7019,0.7042323749082408,0.8380866724275061,-7504.25093798874,-22033.935854676907,44218.190768176704,30,0.23423179302882308,0.5454379758530076,False,23.8778395652771
poisson,1,3,2,7038,0.6011685433242635,0.6913206135943845,-8209.387797067431,-20988.181956377346,42126.68297157758,30,0.21451849325746053,0.5772729285446654,False,23.886703491210938
poisson,1,3,3,7057,0.6175378860698747,0.8220518367215418,-9289.145778213633,-21191.422486194853,42533.1640312126,30,0.21613250365542563,0.5296569599165933,False,23.79405450820923
poisson,1,3,4,7076,1.3017637694467856,0.7723968148935341,-9691.555383821134,-21424.601760543363,42999.522579909615,30,0.2233593110889812,0.5357416372992538,False,23.686146020889282
poisson,2,3,0,7000,0.5506184049575211,0.5796228117432846,-4094.9171247341233,-18407.86921615427,37036.20638524878,44,0.08844036833143167,0.5571438131384975,False,26.7960946559906
poisson,2,3,1,7019,0.6197947979696228,0.5877960487933036,-4430.584582234457,-18960.269498922622,38141.00695078548,44,0.12610009456675655,0.5093919633675984,False,27.05505919456482
poisson,2,3,2,7038,0.7821800853782288,0.42318133057370066,-5560.843827114776,-18339.637986424692,36899.74392578962,44,0.12204264781823745,0.5069219412299861,False,27.030001878738403
poisson,2,3,3,7057,0.6976884714605387,0.6545743494339952,-6698.321175241501,-18600.59788322272,37421.66371938567,44,0.08650948813586365,0.5207164980371943,False,26.915063619613647
poisson,2,3,4,7076,0.8896752521942661,0.4939171318137735,-7486.366605085716,-19219.412981807945,38659.293916556126,44,0.1396264501458814,0.4773554278350807,False,26.96530842781067
poisson,3,3,0,7000,0.1507028288043252,0.30596995297516316,-1888.5573040766162,-16201.509395496765,32688.625002757017,57,0.037642739685319754,0.49172242518648274,False,27.908817768096924
poisson,3,3,1,7019,0.2543426701123271,0.31110187991726773,-2643.4525807665295,-17173.137497454696,34631.88120667288,57,0.20024087272228933,0.36535083678809943,False,27.97419500350952
poisson,3,3,2,7038,0.1664128815925701,0.3080545415727253,-3236.558382236867,-16015.352541546781,32316.31129485705,57,0.008291349387483516,0.4958257474344335,False,28.11147689819336
poisson,3,3,3,7057,0.15449561339587994,0.3064371704605994,-4075.596961183181,-15977.873669164399,32241.353550092284,57,0.0056954713275646895,0.4914848134106332,False,27.996419668197632
poisson,3,3,4,7076,0.14788083697408747,0.31121676364575845,-4295.2711454671735,-16028.317522189402,32342.24125614229,57,-0.0030944286802980087,0.49672587692313164,False,27.907557249069214
poisson,4,3,0,7000,0.5908378939298053,0.3009021676556543,-2075.944623361748,-16388.8967147819,33123.527264856435,69,0.04790995079234569,0.3871319324483964,False,27.96928858757019
poisson,4,3,1,7019,0.38885682611590067,0.3081915183650115,-1794.086375886518,-16323.771292574684,32993.27642044201,69,0.03620132639716845,0.3913685894597586,False,27.97108507156372
poisson,4,3,2,7038,0.44748493671884987,0.30402401372482196,-3423.599992909488,-16202.394152219404,32750.52213973145,69,0.015203274454710865,0.39583474381497574,False,28.161353588104248
poisson,4,3,3,7057,0.42639696479184913,0.3001065764128769,-4245.679111983574,-16147.955819964793,32641.645475222227,69,0.009769896080601442,0.3934289244242218,False,28.12696647644043
poisson,4,3,4,7076,0.38964806081129505,0.3104128002702911,-4480.4235838622,-16213.469960584429,32772.673756461496,69,-0.0018011032142574701,0.3985183563078421,False,27.98465871810913
poisson,5,3,0,7000,0.5586891845820571,0.29601924097532845,-2262.8509095484383,-16575.803000968586,33552.45682546488,80,0.05173148223756133,0.32463469531693856,False,29.071832180023193
poisson,5,3,1,7019,0.6120704162113775,0.29839613113227675,-1996.848820386235,-16526.533737074402,33453.9182976765,80,0.037084207330173834,0.3271225310095987,False,28.948744297027588
poisson,5,3,2,7038,0.3326404064095487,0.2997176392963787,-3603.4127990020947,-16382.20695831201,33165.26474015172,80,0.008120858600507676,0.3380372442588418,False,29.164747953414917
poisson,5,3,3,7057,0.5396081645221491,0.30175360608799323,-4482.053191899173,-16384.32989988039,33169.51062328849,80,0.010895416404748169,0.32823805488363667,False,29.024864435195923
poisson,5,3,4,7076,0.5820174542326656,0.3003276140474755,-4659.1354908897165,-16392.181867611944,33185.214558751584,80,0.008195906772347196,0.3277935505805485,False,29.047032833099365
poisson,6,3,0,7000,0.7396565210422316,0.2905837690513414,-2433.2067259412247,-16746.158817361375,33943.27481119141,90,0.04274175194438052,0.293224245696196,False,29.760780334472656
poisson,6,3,1,7019,0.6257738334751062,0.2950727379998827,-2165.725876728379,-16695.410793416544,33841.77876330175,90,0.051925311881365385,0.2782849692348568,False,29.94399929046631
poisson,6,3,2,7038,0.6684438805026566,0.29030515056290584,-3795.8933268661103,-16574.687486176026,33600.332148820715,90,0.01995920728612522,0.2948478426318046,False,29.857107639312744
poisson,6,3,3,7057,0.4577335682090653,0.29153298757308604,-4640.650887939317,-16542.927595920533,33536.81236830973,90,-0.002771555618924599,0.2949437102515722,False,31.036834239959717
poisson,6,3,4,7076,0.6508779547460033,0.2968333950886048,-4819.086781585915,-16552.13315830814,33555.223493084944,90,-0.003237085530947563,0.29660163594251193,False,29.793829679489136
gaussian,1,3,0,7000,0.7988945110292457,0.7801008333792713,-3452.8485087832632,-3452.8485087832632,7056.016076389415,30,-0.005231396374826645,0.583518552470767,False,19.843355178833008
gaussian,1,3,1,7019,0.8671383658455821,0.8263289013056636,-4242.04996348346,-4242.04996348346,8634.418985789807,30,-0.005757725212047317,0.5213991543505202,False,20.34933567047119
gaussian,1,3,2,7038,0.49409008094287665,0.661540304762706,-3298.591561042166,-3298.591561042166,6747.5021809072205,30,-0.006029608193743626,0.5509910116188567,False,19.76988697052002
gaussian,1,3,3,7057,0.6283414028017587,0.821352133254285,-3740.9242963070064,-3740.9242963070064,7632.167651436901,30,-0.007563824002086613,0.5567278017282042,False,19.888908624649048
gaussian,1,3,4,7076,1.2899142405094026,0.7674249261258254,-3657.571050656536,-3657.571050656536,7465.461160135959,30,-0.006790444285336411,0.5469966676827837,False,19.914576768875122
gaussian,2,3,0,7000,0.5266512537515285,0.5682700340164414,2387.8497702854756,2387.8497702854756,-4555.231587630716,44,-0.002304796126877454,0.5507114409801203,False,22.3800950050354
gaussian,2,3,1,7019,0.662005162901021,0.5732227045925704,1136.2637039280621,1136.2637039280621,-2052.059454915889,44,-0.002086351819710156,0.5227734967192081,False,22.614795923233032
gaussian,2,3,2,7038,0.7873234673563685,0.41745983358341177,1653.72586619693,1653.72586619693,-3086.9837794536247,44,-0.0032082052201036775,0.521313200149808,False,22.463650226593018
gaussian,2,3,3,7057,0.7613817977385128,0.6489501191936562,1023.9825687857707,1023.9825687857707,-1827.497184631306,44,-0.004470517685157988,0.5263714050818848,False,22.567390203475952
gaussian,2,3,4,7076,0.8996423832576288,0.48949766327060124,-276.95818959078883,-276.95818959078883,774.3843321218129,44,-0.0031559433657779587,0.4814958818956647,False,22.641581296920776
gaussian,3,3,0,7000,0.028259131649849945,0.308813540647498,18695.58493959823,18695.58493959823,-37105.56366743297,57,0.001294639276779332,0.4999814945537545,False,21.236676931381226
gaussian,3,3,1,7019,0.028418580580633984,0.3149914251883156,18757.34436134214,18757.34436134214,-37229.082510920794,57,0.0013674226671977156,0.5008515338891927,False,21.119040727615356
gaussian,3,3,2,7038,0.02757734979737306,0.30814575954770357,18743.121479617243,18743.121479617243,-37200.636747471,57,0.00010665387217379413,0.49989865604014333,False,21.160267114639282
gaussian,3,3,3,7057,0.02890332460081662,0.3125970414348538,18728.002468377796,18728.002468377796,-37170.398724992105,57,-0.0019417381549228024,0.4995059106190748,False,21.152262687683105
gaussian,3,3,4,7076,0.02786596731581258,0.3131632874420796,18720.3703136653,18720.3703136653,-37155.13441556711,57,0.0006943418525044185,0.4985044799835886,False,22.389796018600464
gaussian,4,3,0,7000,0.27814558389166194,0.30450431260675814,18493.90352378453,18493.90352378453,-36642.073212276424,69,0.001382662524474274,0.3790868513215035,False,24.94117569923401
gaussian,4,3,1,7019,0.5638326625342867,0.310363465122703,18599.60072300354,18599.60072300354,-36853.46761071444,69,0.0009273568389196813,0.37959461484144863,False,24.59251070022583
gaussian,4,3,2,7038,0.26124412620586207,0.30399112914664217,18548.147824380263,18548.147824380263,-36750.56181346789,69,-0.00022950829635767604,0.3784904019144862,False,28.10547161102295
gaussian,4,3,3,7057,0.31660353059815854,0.3085487896000436,18564.485085968416,18564.485085968416,-36783.23633664419,69,-0.0014361666064541413,0.37787386944260676,False,23.46156907081604
gaussian,4,3,4,7076,0.3900684827825637,0.30904401693097394,18532.318979718406,18532.318979718406,-36718.904124144174,69,0.0006505049144619776,0.37828761523399,False,23.170111894607544
gaussian,5,3,0,7000,0.4967441940476875,0.3011350091742718,18290.75838371361,18290.75838371361,-36180.66594389953,80,0.0009994459012294017,0.3061032422608701,False,24.822148323059082
gaussian,5,3,1,7019,0.506501306769268,0.30612181181508635,18404.116508777992,18404.116508777992,-36407.38219402828,80,0.0006807778122423934,0.3073278737849077,False,24.51695728302002
gaussian,5,3,2,7038,0.24535072081101858,0.29951048383305906,18353.545842399326,18353.545842399326,-36306.240861270955,80,0.0005080041887157573,0.30651308161319313,False,24.43966293334961
gaussian,5,3,3,7057,0.4452030071704933,0.3033653520495613,18341.21404004374,18341.21404004374,-36281.57725655977,80,-0.0016607609689088469,0.3054788808875655,False,24.587711334228516
gaussian,5,3,4,7076,0.27436403308326646,0.30439434955028816,18355.642991059023,18355.642991059023,-36310.43515859035,80,-0.00019804509145951546,0.3057908701268884,False,24.633424043655396
gaussian,6,3,0,7000,0.59780724045744,0.3008735004512249,18106.300392231682,18106.300392231682,-35761.6436079947,90,0.0012825436646728824,0.2581756723547585,False,25.58931612968445
gaussian,6,3,1,7019,0.5430334113097671,0.2971685456474442,18182.40808372254,18182.40808372254,-35913.85899097642,90,0.001589170664281643,0.2587341771965707,False,25.458199739456177
gaussian,6,3,2,7038,0.3923016462431902,0.2963468375140547,18158.352015577875,18158.352015577875,-35865.74685468709,90,0.0006210276001147394,0.25735776607393124,False,25.548977851867676
gaussian,6,3,3,7057,0.4094008320101829,0.3009853721088542,18131.853058935034,18131.853058935034,-35812.748941401405,90,-0.0016956458455062206,0.25663065123170126,False,26.517982721328735
gaussian,6,3,4,7076,0.5909646518480971,0.299367542386672,18148.01217494275,18148.01217494275,-35845.067173416835,90,-0.0002846487199898519,0.2574582037373295,False,25.857250452041626
