family,k_est,k_true,trial,data_seed,rmse_Z,rmse_X,Q_final,w0_est,w_est,nan_occurred,elapsed_s
gaussian,2,3,2,5034,0.7792364695197899,0.6489778372962406,174.69755889302957,-0.003513238179242268,0.5076274680539614,False,22.112324953079224
gaussian,2,3,3,5051,0.5721357720543858,0.6908848561474757,1381.9631522476457,-0.00230666436312058,0.5401809184025914,False,21.92172408103943
gaussian,2,3,4,5068,0.810319497524243,0.5437746136262599,963.5819675468729,-0.0027700792308520635,0.5155514580142252,False,21.881654977798462
gaussian,3,3,0,5000,0.027259603879762243,0.3100489551276525,18759.27597745151,0.0005241887803238804,0.4994645501590674,False,20.660834789276123
gaussian,3,3,1,5017,0.02746078297623901,0.31966472893903664,18626.74753211742,-0.0017642708448014756,0.5002266911556341,False,20.656627655029297
gaussian,3,3,2,5034,0.02957367818650409,0.3173427900773085,18578.22702941548,6.52621477724075e-05,0.49872885697011154,False,20.484062910079956
gaussian,3,3,3,5051,0.02932796422376898,0.3332499329053292,18598.965471143856,0.00030847914273378715,0.4988787626551723,False,22.020671606063843
gaussian,3,3,4,5068,0.028392256084003604,0.3101446693750684,18783.828807058686,0.00024555617688383735,0.4990962806174197,False,20.752967834472656
gaussian,4,3,0,5000,0.26189338210058044,0.30668657581627384,18548.820246129653,-0.0004427305762059113,0.37851655998906986,False,22.391424894332886
gaussian,4,3,1,5017,0.45417222237686444,0.31391810281500154,18468.23332864383,-0.002038525803502462,0.3789591510775101,False,22.275676727294922
gaussian,4,3,2,5034,0.30323476515502157,0.31266866315755787,18397.020314141395,-0.00017627314928431973,0.37789196139081915,False,22.22598385810852
gaussian,4,3,3,5051,0.5457615562131484,0.32743154726851476,18413.108833407914,0.00041732182295324826,0.37834069409153115,False,22.128886938095093
gaussian,4,3,4,5068,0.5321193233014233,0.3041638330251451,18615.92837676873,0.0002565618210887818,0.37867805516710734,False,22.16982674598694
gaussian,5,3,0,5000,0.49869141710689197,0.30416155729858385,18354.49039485846,0.00014681196067766828,0.30589943514289236,False,23.950767278671265
gaussian,5,3,1,5017,0.48642538400142665,0.3111953634377831,18264.501987704472,-0.002180483610344815,0.3063566669968705,False,23.97617769241333
gaussian,5,3,2,5034,0.7248895516365983,0.30849905400849603,18189.58558663268,2.4318730956605905e-05,0.30572516031381686,False,24.038793802261353
gaussian,5,3,3,5051,0.5892205223817936,0.32455777841872147,18235.84052336729,0.00014903526190117178,0.3063452545274099,False,23.910605907440186
gaussian,5,3,4,5068,0.5768112857728216,0.30175737759154536,18430.13307020682,0.00039067237806281657,0.30573551693050877,False,23.844935655593872
gaussian,6,3,0,5000,0.6505009530156872,0.29579697075650585,18132.319239455115,-0.0002880098322239967,0.2569649480596014,False,24.930428981781006
gaussian,6,3,1,5017,0.38171311512947853,0.30382020246662045,18030.284981465382,-0.0016013977120499985,0.25848553369957766,False,25.01665496826172
gaussian,6,3,2,5034,0.3649870690395024,0.30632146014389217,17974.89063613248,0.0004671582965485623,0.2574617206068364,False,24.775518655776978
gaussian,6,3,3,5051,0.41523754119101935,0.3175901331075951,18057.499671605536,0.0009004482165654005,0.25780259109971343,False,25.020641803741455
gaussian,6,3,4,5068,0.5141509102062034,0.2958369231361656,18250.7905427516,0.00017225726704746803,0.25714622031488943,False,24.921481370925903
