stage,split,condition,model_seed,tag,n_uids,events_sha256,stored_sha256,corpus_sha256,test_events_sha256,item_metadata_sha256,train_uid_hash,test_uid_hash,movie_set_hash,y_train_hash,y_test_hash,x_input_hash,expected_x_provenance_hash,numerics_mode,n_movies,n_train_events,n_test_events,event_ratio,log_event_ratio,Y_train_mean,Y_test_mean,Y_train_zero_pairs,Y_test_zero_pairs,per_movie_train_events_min,per_movie_train_events_max,per_movie_test_events_min,per_movie_test_events_max,unused_uid,reference_float_max_abs_error_mean_rating_train_raw,reference_float_max_abs_error_mean_rating_train_z,reference_float_max_abs_error_year_z,reference_float_max_abs_error_log_count_train_z,ledger_valid
structural,1,genre_year,,train,471,1242ea43f211cf3d08eb3c391c2f597bce7ede222037202a2fb24bf35482d7b9,1242ea43f211cf3d08eb3c391c2f597bce7ede222037202a2fb24bf35482d7b9,2ae70cb9999695860387236bcf480ab4a8d8beb1dafea866c6fbebf0390ee653,2a6a7d426f55a38ed07f75944ca9a1ca16e1bd2afb80a1515d87550a999c0c40,cfc54a876370f742cda4652675513b8fb797d2e943974a527726f3805785de2a,9480f26c37d845ce4bad3061d6680cf8d61e7a9cc957d0c627cf7b9e12219aa0,87eeaa5c62766ce678f49af42a091975dc71b32dcc1441c206dd8f65fc306907,04346f68e3f92251c6e7b79eaa3280db4f642084213d865b01115ba92c282524,82dac169a303585940acbc8662ab7cf09eb791767232aba7fb363d244e838031,11e80f6848b57e47014d39158912b18afb974c36874610fb8e1584e067ef6167,ee0145a13cda7c1141ae28a03f44054a56afc7da35003d22f17ddc5a915efc8c,ee0145a13cda7c1141ae28a03f44054a56afc7da35003d22f17ddc5a915efc8c,consistent,100,49029.0,50907.0,1.0383038609802362,0.03758847887976814,22.822222222222223,23.706262626262625,0.0,0.0,45.0,99.0,35.0,123.0,829.0,0.0,0.0,0.0,0.0,
structural,1,genre_logcount_train,,train,471,1242ea43f211cf3d08eb3c391c2f597bce7ede222037202a2fb24bf35482d7b9,1242ea43f211cf3d08eb3c391c2f597bce7ede222037202a2fb24bf35482d7b9,2ae70cb9999695860387236bcf480ab4a8d8beb1dafea866c6fbebf0390ee653,2a6a7d426f55a38ed07f75944ca9a1ca16e1bd2afb80a1515d87550a999c0c40,cfc54a876370f742cda4652675513b8fb797d2e943974a527726f3805785de2a,9480f26c37d845ce4bad3061d6680cf8d61e7a9cc957d0c627cf7b9e12219aa0,87eeaa5c62766ce678f49af42a091975dc71b32dcc1441c206dd8f65fc306907,04346f68e3f92251c6e7b79eaa3280db4f642084213d865b01115ba92c282524,82dac169a303585940acbc8662ab7cf09eb791767232aba7fb363d244e838031,11e80f6848b57e47014d39158912b18afb974c36874610fb8e1584e067ef6167,a8541c457ec6ae1c1b0bcc7fd52770b33039a212145ff179b9d90698ef6a0d46,a8541c457ec6ae1c1b0bcc7fd52770b33039a212145ff179b9d90698ef6a0d46,consistent,100,49029.0,50907.0,1.0383038609802362,0.03758847887976814,22.822222222222223,23.706262626262625,0.0,0.0,45.0,99.0,35.0,123.0,829.0,0.0,0.0,0.0,0.0,
structural,1,mixed_train_log,,train,471,1242ea43f211cf3d08eb3c391c2f597bce7ede222037202a2fb24bf35482d7b9,1242ea43f211cf3d08eb3c391c2f597bce7ede222037202a2fb24bf35482d7b9,2ae70cb9999695860387236bcf480ab4a8d8beb1dafea866c6fbebf0390ee653,2a6a7d426f55a38ed07f75944ca9a1ca16e1bd2afb80a1515d87550a999c0c40,cfc54a876370f742cda4652675513b8fb797d2e943974a527726f3805785de2a,9480f26c37d845ce4bad3061d6680cf8d61e7a9cc957d0c627cf7b9e12219aa0,87eeaa5c62766ce678f49af42a091975dc71b32dcc1441c206dd8f65fc306907,04346f68e3f92251c6e7b79eaa3280db4f642084213d865b01115ba92c282524,82dac169a303585940acbc8662ab7cf09eb791767232aba7fb363d244e838031,11e80f6848b57e47014d39158912b18afb974c36874610fb8e1584e067ef6167,5bc536c43bcb1baeb9ce668bc50b742b9475182e6ad870c564ce8789b10a5657,5bc536c43bcb1baeb9ce668bc50b742b9475182e6ad870c564ce8789b10a5657,consistent,100,49029.0,50907.0,1.0383038609802362,0.03758847887976814,22.822222222222223,23.706262626262625,0.0,0.0,45.0,99.0,35.0,123.0,829.0,0.0,0.0,0.0,0.0,
structural,1,mixed_train_raw_poisson,,train,471,1242ea43f211cf3d08eb3c391c2f597bce7ede222037202a2fb24bf35482d7b9,1242ea43f211cf3d08eb3c391c2f597bce7ede222037202a2fb24bf35482d7b9,2ae70cb9999695860387236bcf480ab4a8d8beb1dafea866c6fbebf0390ee653,2a6a7d426f55a38ed07f75944ca9a1ca16e1bd2afb80a1515d87550a999c0c40,cfc54a876370f742cda4652675513b8fb797d2e943974a527726f3805785de2a,9480f26c37d845ce4bad3061d6680cf8d61e7a9cc957d0c627cf7b9e12219aa0,87eeaa5c62766ce678f49af42a091975dc71b32dcc1441c206dd8f65fc306907,04346f68e3f92251c6e7b79eaa3280db4f642084213d865b01115ba92c282524,82dac169a303585940acbc8662ab7cf09eb791767232aba7fb363d244e838031,11e80f6848b57e47014d39158912b18afb974c36874610fb8e1584e067ef6167,6e1ba1a4c4cf850dedb4a0cf219ed993311f695fb9ab7adc74340c40dfbc1b6c,6e1ba1a4c4cf850dedb4a0cf219ed993311f695fb9ab7adc74340c40dfbc1b6c,consistent,100,49029.0,50907.0,1.0383038609802362,0.03758847887976814,22.822222222222223,23.706262626262625,0.0,0.0,45.0,99.0,35.0,123.0,829.0,0.0,0.0,0.0,0.0,
structural,2,,,train,471,e82ceb65753f13a524f86325a82ee909c0de10d0a6b02836a1c2d029f17bd7c1,e82ceb65753f13a524f86325a82ee909c0de10d0a6b02836a1c2d029f17bd7c1,2ae70cb9999695860387236bcf480ab4a8d8beb1dafea866c6fbebf0390ee653,f535eee79939951d796bcefa1e5188c7d7a90e4d1783cb8d1718f95c083738c2,cfc54a876370f742cda4652675513b8fb797d2e943974a527726f3805785de2a,799e99fde18d629bd8448e9174062995c2a01fc1962e88de128c9dd618c5906c,77914e76941ff725ebaffdbde3a2ab4d7ba9c54543028be77f7cbb7bad280847,eb15b04caa08eef774f3258ea701d535568ae05550600b5d705917184cfa8114,da7f68090d0cff48576f923eabf123cd82ae1ef3e851dc2a373c267f7e731d73,23ee050b9a8f3fa989770d0c2f896bbdde6f4f108a559709d3bb94c67fb8f2fd,,,,100,45076.0,54848.0,1.2167894223089892,0.19621576888521167,21.697777777777777,28.777575757575757,0.0,0.0,39.0,99.0,24.0,137.0,217.0,0.0,0.0,0.0,0.0,
structural,2,y_only,,train,471,e82ceb65753f13a524f86325a82ee909c0de10d0a6b02836a1c2d029f17bd7c1,e82ceb65753f13a524f86325a82ee909c0de10d0a6b02836a1c2d029f17bd7c1,2ae70cb9999695860387236bcf480ab4a8d8beb1dafea866c6fbebf0390ee653,f535eee79939951d796bcefa1e5188c7d7a90e4d1783cb8d1718f95c083738c2,cfc54a876370f742cda4652675513b8fb797d2e943974a527726f3805785de2a,799e99fde18d629bd8448e9174062995c2a01fc1962e88de128c9dd618c5906c,77914e76941ff725ebaffdbde3a2ab4d7ba9c54543028be77f7cbb7bad280847,eb15b04caa08eef774f3258ea701d535568ae05550600b5d705917184cfa8114,da7f68090d0cff48576f923eabf123cd82ae1ef3e851dc2a373c267f7e731d73,23ee050b9a8f3fa989770d0c2f896bbdde6f4f108a559709d3bb94c67fb8f2fd,51ae8b9b02e34aec79ea2f92e61ac8d52d1ee602086242eb4cad05cee65fd471,51ae8b9b02e34aec79ea2f92e61ac8d52d1ee602086242eb4cad05cee65fd471,consistent,100,45076.0,54848.0,1.2167894223089892,0.19621576888521167,21.697777777777777,28.777575757575757,0.0,0.0,39.0,99.0,24.0,137.0,217.0,0.0,0.0,0.0,0.0,
structural,2,genre_only,,train,471,e82ceb65753f13a524f86325a82ee909c0de10d0a6b02836a1c2d029f17bd7c1,e82ceb65753f13a524f86325a82ee909c0de10d0a6b02836a1c2d029f17bd7c1,2ae70cb9999695860387236bcf480ab4a8d8beb1dafea866c6fbebf0390ee653,f535eee79939951d796bcefa1e5188c7d7a90e4d1783cb8d1718f95c083738c2,cfc54a876370f742cda4652675513b8fb797d2e943974a527726f3805785de2a,799e99fde18d629bd8448e9174062995c2a01fc1962e88de128c9dd618c5906c,77914e76941ff725ebaffdbde3a2ab4d7ba9c54543028be77f7cbb7bad280847,eb15b04caa08eef774f3258ea701d535568ae05550600b5d705917184cfa8114,da7f68090d0cff48576f923eabf123cd82ae1ef3e851dc2a373c267f7e731d73,23ee050b9a8f3fa989770d0c2f896bbdde6f4f108a559709d3bb94c67fb8f2fd,51ae8b9b02e34aec79ea2f92e61ac8d52d1ee602086242eb4cad05cee65fd471,51ae8b9b02e34aec79ea2f92e61ac8d52d1ee602086242eb4cad05cee65fd471,consistent,100,45076.0,54848.0,1.2167894223089892,0.19621576888521167,21.697777777777777,28.777575757575757,0.0,0.0,39.0,99.0,24.0,137.0,217.0,0.0,0.0,0.0,0.0,
structural,2,genre_year,,train,471,e82ceb65753f13a524f86325a82ee909c0de10d0a6b02836a1c2d029f17bd7c1,e82ceb65753f13a524f86325a82ee909c0de10d0a6b02836a1c2d029f17bd7c1,2ae70cb9999695860387236bcf480ab4a8d8beb1dafea866c6fbebf0390ee653,f535eee79939951d796bcefa1e5188c7d7a90e4d1783cb8d1718f95c083738c2,cfc54a876370f742cda4652675513b8fb797d2e943974a527726f3805785de2a,799e99fde18d629bd8448e9174062995c2a01fc1962e88de128c9dd618c5906c,77914e76941ff725ebaffdbde3a2ab4d7ba9c54543028be77f7cbb7bad280847,eb15b04caa08eef774f3258ea701d535568ae05550600b5d705917184cfa8114,da7f68090d0cff48576f923eabf123cd82ae1ef3e851dc2a373c267f7e731d73,23ee050b9a8f3fa989770d0c2f896bbdde6f4f108a559709d3bb94c67fb8f2fd,d5dbf62f7d03c345a308e33a39f87758f20de83fd834b7bba21fb706bb60a2cb,d5dbf62f7d03c345a308e33a39f87758f20de83fd834b7bba21fb706bb60a2cb,consistent,100,45076.0,54848.0,1.2167894223089892,0.19621576888521167,21.697777777777777,28.777575757575757,0.0,0.0,39.0,99.0,24.0,137.0,217.0,0.0,0.0,0.0,0.0,
structural,2,genre_logcount_train,,train,471,e82ceb65753f13a524f86325a82ee909c0de10d0a6b02836a1c2d029f17bd7c1,e82ceb65753f13a524f86325a82ee909c0de10d0a6b02836a1c2d029f17bd7c1,2ae70cb9999695860387236bcf480ab4a8d8beb1dafea866c6fbebf0390ee653,f535eee79939951d796bcefa1e5188c7d7a90e4d1783cb8d1718f95c083738c2,cfc54a876370f742cda4652675513b8fb797d2e943974a527726f3805785de2a,799e99fde18d629bd8448e9174062995c2a01fc1962e88de128c9dd618c5906c,77914e76941ff725ebaffdbde3a2ab4d7ba9c54543028be77f7cbb7bad280847,eb15b04caa08eef774f3258ea701d535568ae05550600b5d705917184cfa8114,da7f68090d0cff48576f923eabf123cd82ae1ef3e851dc2a373c267f7e731d73,23ee050b9a8f3fa989770d0c2f896bbdde6f4f108a559709d3bb94c67fb8f2fd,6a72bc7306c9347f6ed3914222611407e8832d56ca09925ffa427a9d448098e3,6a72bc7306c9347f6ed3914222611407e8832d56ca09925ffa427a9d448098e3,consistent,100,45076.0,54848.0,1.2167894223089892,0.19621576888521167,21.697777777777777,28.777575757575757,0.0,0.0,39.0,99.0,24.0,137.0,217.0,0.0,0.0,0.0,0.0,
structural,2,mixed_train_log,,train,471,e82ceb65753f13a524f86325a82ee909c0de10d0a6b02836a1c2d029f17bd7c1,e82ceb65753f13a524f86325a82ee909c0de10d0a6b02836a1c2d029f17bd7c1,2ae70cb9999695860387236bcf480ab4a8d8beb1dafea866c6fbebf0390ee653,f535eee79939951d796bcefa1e5188c7d7a90e4d1783cb8d1718f95c083738c2,cfc54a876370f742cda4652675513b8fb797d2e943974a527726f3805785de2a,799e99fde18d629bd8448e9174062995c2a01fc1962e88de128c9dd618c5906c,77914e76941ff725ebaffdbde3a2ab4d7ba9c54543028be77f7cbb7bad280847,eb15b04caa08eef774f3258ea701d535568ae05550600b5d705917184cfa8114,da7f68090d0cff48576f923eabf123cd82ae1ef3e851dc2a373c267f7e731d73,23ee050b9a8f3fa989770d0c2f896bbdde6f4f108a559709d3bb94c67fb8f2fd,a8965b0e0f0e4babd7056abf7d1cb33a9247a859c01e252b685e7694fb1db4d5,a8965b0e0f0e4babd7056abf7d1cb33a9247a859c01e252b685e7694fb1db4d5,consistent,100,45076.0,54848.0,1.2167894223089892,0.19621576888521167,21.697777777777777,28.777575757575757,0.0,0.0,39.0,99.0,24.0,137.0,217.0,0.0,0.0,0.0,0.0,
structural,2,mixed_train_raw_poisson,,train,471,e82ceb65753f13a524f86325a82ee909c0de10d0a6b02836a1c2d029f17bd7c1,e82ceb65753f13a524f86325a82ee909c0de10d0a6b02836a1c2d029f17bd7c1,2ae70cb9999695860387236bcf480ab4a8d8beb1dafea866c6fbebf0390ee653,f535eee79939951d796bcefa1e5188c7d7a90e4d1783cb8d1718f95c083738c2,cfc54a876370f742cda4652675513b8fb797d2e943974a527726f3805785de2a,799e99fde18d629bd8448e9174062995c2a01fc1962e88de128c9dd618c5906c,77914e76941ff725ebaffdbde3a2ab4d7ba9c54543028be77f7cbb7bad280847,eb15b04caa08eef774f3258ea701d535568ae05550600b5d705917184cfa8114,da7f68090d0cff48576f923eabf123cd82ae1ef3e851dc2a373c267f7e731d73,23ee050b9a8f3fa989770d0c2f896bbdde6f4f108a559709d3bb94c67fb8f2fd,75c70ff2bc96fdb86d9292c6bab0a5fff58602d8006d16f8e96353ec3277af78,75c70ff2bc96fdb86d9292c6bab0a5fff58602d8006d16f8e96353ec3277af78,consistent,100,45076.0,54848.0,1.2167894223089892,0.19621576888521167,21.697777777777777,28.777575757575757,0.0,0.0,39.0,99.0,24.0,137.0,217.0,0.0,0.0,0.0,0.0,
structural,3,,,train,471,3d18baff392b3e78da86a012ad532f68594b91a7e33c88dad35ddaf59bffb09e,3d18baff392b3e78da86a012ad532f68594b91a7e33c88dad35ddaf59bffb09e,2ae70cb9999695860387236bcf480ab4a8d8beb1dafea866c6fbebf0390ee653,0ab950a6d92dc218d97d415850bf8c143e5b759aa8ec2c830d4c79cc0c2dc9e1,cfc54a876370f742cda4652675513b8fb797d2e943974a527726f3805785de2a,981ac1b5eabf2b9a5e85e94c25b78eef84c968cdd03fdfcbb2a8d5024e9f47c1,84a68fca7da576430fa3abc3936ae80b414953949a862b036db79b526c0d7a0d,33031654725f6a81eb6010da76b7f4623703092ba0665781e5f5147fba057fae,355d968e6df92fa24fb962cfbb7a7abe54d217fbe394574fdc4fb839a54ae2d1,84c64afc470a006f241bca0e361248c33e0bf2e6b2353b76b92c2891f99bbddb,,,,100,49206.0,50713.0,1.0306263463805228,0.030166720703727088,21.974141414141414,23.169696969696968,1.0,0.0,36.0,99.0,30.0,113.0,844.0,0.0,0.0,0.0,0.0,
