sample_id,label,class_name,z_pc1,z_pc2,mode,k,pca_used,note,z_1,z_2,z_3
34,0,class_0,1.3829855652529137,-0.7042196974564244,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,0.34541489198294417,-0.14525535201141018,1.4739481833185895
35,0,class_0,0.824090277169567,-0.8296366793114788,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-0.12657055223216865,-0.04824442554295721,1.1627634077527507
36,0,class_0,1.2114119003208614,-0.9424012550178608,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,0.030117796565589,-0.29614233685799635,1.4824323213185564
37,0,class_0,0.8135929932123306,-0.6206406506518627,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,0.024359057966903422,0.004076799572023053,1.0200140675892981
38,0,class_0,1.0547614882308343,-1.0119638079065125,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-0.03293199807148566,0.3745462114723214,1.5416634222212011
39,0,class_0,1.292505841571098,-0.5615674712399484,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,0.30211300255815576,-0.7070277181088667,1.2005783075124585
40,0,class_0,0.7011878646773796,-0.6597510096998265,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-0.20206488905947212,-0.8075695288530609,0.8087076323404572
41,0,class_0,0.9027303737408723,-0.6050990445889467,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,0.0336757649369866,-0.4406609975449901,0.9909555176233342
42,0,class_0,1.2076171460518172,-1.0225619815224425,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-0.12803616742226395,-0.9643040961259066,1.407882311871531
43,0,class_0,0.8878268741214929,-0.862965396243425,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-0.10482140752065248,-0.04376006364416979,1.2342348012547473
44,0,class_0,0.6463639526968886,-0.9727188142157889,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-0.34914974718883496,-0.004180361134694483,1.1378719785068763
45,0,class_0,1.4990956148248988,-0.787194767356011,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,0.2926024478010838,-0.6596618753179135,1.520022293366245
46,0,class_0,1.5636067516697656,-1.3883735948610547,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-0.0867958912343362,-0.6018003908238411,1.995918248006109
47,0,class_0,1.504505890850125,-0.9044874119661346,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,0.2340151093716639,-0.5080088644020755,1.6342638852872762
48,0,class_0,1.0363404931419586,-0.9305571983318067,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-0.07732545075102992,-0.24158880209858813,1.3541114073768452
49,0,class_0,1.4618210065514265,-1.1062395107275127,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,0.037462156348974054,-0.6505852892263836,1.7151527518467808
50,0,class_0,1.2448510322811432,-1.202534344247439,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-0.12714665829700889,-0.2506399494593558,1.6963722255430957
51,0,class_0,1.4337027652055334,-1.2298901210673523,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-0.018860080174383738,-0.2896468425885798,1.8486811747824827
52,0,class_0,0.9927900949597513,-1.183157392177574,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-0.4271018882381956,-1.1774066380088197,1.3184824190033149
53,0,class_0,1.4211354229956688,-0.8551362753710823,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,0.2363781115906162,-0.3314659436005837,1.57153732967087
54,0,class_0,1.185811795836031,-0.7975849833307399,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,0.14519537248679856,-0.09929849465142684,1.4004531053968696
55,0,class_0,0.6574026323043743,-0.7923201842349789,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-0.2959354707728774,-0.5836287358580524,0.910640365506857
56,0,class_0,0.920891383209004,-1.0513392706673796,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-0.2429209000509834,-0.2193675969430726,1.3560215581366728
57,0,class_0,0.9295758173971026,-0.9189694675157324,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-0.20667084507749867,-0.6665109784924331,1.1855384731707415
58,0,class_0,1.6311412729014894,-1.201332294433009,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,0.04978599787445425,-0.9173246070452803,1.85647651143277
59,1,class_1,-1.36453428072491,-0.3003718885274739,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.0375082338109922,1.7102814605287775,-0.5005983620071733
60,1,class_1,-1.1390548081249174,0.19743301771489322,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-0.6256888618576445,0.9794837907911421,-0.8168651636249281
61,1,class_1,-1.365920522131781,0.2956023645448047,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-0.8019495405357128,0.3882006380555472,-1.1666840964233895
62,1,class_1,-0.9468029774506999,-0.123086826592573,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-0.7495904782895773,0.7818576409831831,-0.4889968420761495
63,1,class_1,-1.5653262399311005,-0.7301864527409558,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.760601584808588,-0.14360490526759312,-0.7054866371771791
64,1,class_1,-0.5822583670067248,0.17115016231974764,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-0.3419992464756635,0.35283386653557103,-0.5029790316695478
65,1,class_1,-1.6345981236577554,-0.5135810515882884,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.621605935493829,0.07424153400173006,-0.8657884967843712
66,1,class_1,-1.3031454211735907,-0.831957688881988,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.5768161843070656,0.34585710665967034,-0.34624423351610556
67,1,class_1,-1.185377049209474,-0.7501008924773755,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.3750137923503019,0.7521672367797263,-0.2377977681474592
68,1,class_1,-1.2360915679273201,-0.1593335555960669,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-0.9703362229387812,0.851792946163331,-0.6661875870594283
69,1,class_1,-1.3230953352716375,-0.325634219903819,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.1535751333042106,0.8400871473233535,-0.6179800749975242
70,1,class_1,-1.0161703072857546,0.23482277998268153,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-0.5434708608205633,0.7622417023415333,-0.7925731536512827
71,1,class_1,-1.4235930382224786,-0.22981667982463966,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.3643418885978846,-0.587826656030001,-1.0313612729928965
72,1,class_1,-1.223885344284404,0.2969081812542342,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-0.6880631209950943,0.4728851257445265,-1.045578841375569
73,1,class_1,-1.4863869688150475,-0.5863523870945292,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.6379026798205765,-0.3961835486082071,-0.7944802462964088
74,1,class_1,-1.53853841678036,-0.4744945396071414,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.5648014849030407,-0.19529865304733632,-0.8726323167132742
75,1,class_1,-1.6198598393313408,0.0019880004018630743,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.0968194042149564,1.049561851081704,-1.026421564800458
76,1,class_1,-0.9003174727574585,-0.2894223907171608,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-0.8224760926506436,0.8786768128148201,-0.3205829606695173
77,1,class_1,-1.6021481406681697,0.4458767156248679,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-0.8435610842578124,0.5064213415349383,-1.4244336336829129
78,1,class_1,-1.016737843250888,-0.19413972201610463,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-0.8882880615110874,0.5222712872962167,-0.5413239149053403
79,1,class_1,-1.7311641688303723,-0.31636462119647246,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.5654429187413241,-0.046747579380031476,-1.0975475384327438
80,1,class_1,-2.03224752450576,-1.1712257007592357,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-2.2380064708589513,1.028002596272733,-0.5245705118789397
81,1,class_1,-1.3221446056752375,-0.5748297598042247,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.3604345847261563,0.6496928464179745,-0.4807825742012882
82,1,class_1,-1.769927175959504,-0.34155686214131,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.4490779714063091,1.0614557583809248,-0.8978477210925018
83,1,class_1,-1.1596900635905358,0.21198927092632175,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-0.7245002291464788,0.3315905283367432,-0.9657722893854574
84,1,class_1,-1.600765913322434,-0.13116851864825588,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.3913346815902559,-0.40094961963642695,-1.1962184237877238
85,1,class_1,-1.5851412085161107,-0.5234501688331549,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.4640777689189295,0.961113524010646,-0.6531173336408805
86,1,class_1,-1.6510684264175077,-0.04945348123203261,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.1833053745569073,0.8628342282927525,-1.0495964888326994
87,1,class_1,-1.7581013713925793,0.12375334654020756,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.1961908024979768,0.43859915508559655,-1.330285474778693
88,1,class_1,-1.7170990838450078,0.0492341051264324,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.1778484767408592,0.7331307516135104,-1.1919459548439941
89,1,class_1,-1.654818925622863,-0.11069620883730202,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.2278820412433182,0.8781817617476887,-1.0070100322992444
90,1,class_1,-1.850790844922894,0.03666347556878967,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.2620632773193048,0.866611447042251,-1.2574583690683425
91,1,class_1,-1.709009916408001,0.10936860708598267,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.1248830051936785,0.7596271820232977,-1.2225580307979027
92,1,class_1,-1.5859077419088388,-0.04761794877301036,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.0688197559326926,1.321401384691923,-0.9149324702834245
93,1,class_1,-1.4987993124072245,0.09555191906507313,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.0699009729167557,0.18566070534369808,-1.1656318879766463
94,1,class_1,-1.2996476648196913,-0.6042449572327208,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.4543269966257923,0.043458186341897506,-0.5591167523656364
95,1,class_1,-1.089073677220922,-0.6549430539566472,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.2807726991609423,0.46093215896273826,-0.28746618265077845
96,1,class_1,-1.6739132550520683,0.058529430677767565,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.1230716983804905,0.8528340409926216,-1.1433930181015475
97,1,class_1,-1.6186671032618902,-0.702414519252517,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.661245581198106,0.657532137395461,-0.6118732480560702
98,1,class_1,-1.5727044817542337,-1.0473835077982412,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.9991227147793276,-0.1747656542273069,-0.49701740364736346
99,1,class_1,-1.5169419686225702,-0.8965347325831065,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.775539586184974,0.34053888338889704,-0.46185732036866933
100,1,class_1,-1.4268244380257855,-0.4813166426358376,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.3870184152292546,0.5135312028276432,-0.6495852143558454
101,1,class_1,-1.291765277900876,-0.4663575351785225,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.196673236534787,1.087753978986158,-0.44988111303207484
102,1,class_1,-1.2637882804893157,-0.0477488263426679,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-0.9811376617579209,0.3615250735874822,-0.8575961983867739
103,1,class_1,-1.9739285387830443,0.2904564329617506,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.211322432789843,0.5581070997896095,-1.583972406831529
104,1,class_1,-1.0638561921251761,-0.7653693477883943,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.2570196913782954,1.0461051470389713,-0.08062790519820795
105,1,class_1,-1.9053868742948308,0.08695483466111313,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.3583293434889578,0.22433586693483604,-1.4553848874686437
106,1,class_1,-1.8240660663177926,-0.6316647490249716,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.7834235376612724,0.46755958567211975,-0.8502251211635351
107,1,class_1,-1.2691580321833578,0.184911738982595,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-0.7812006084446134,0.6075453657751715,-0.9760268251626073
108,1,class_1,-1.1579928844650835,-0.6239845621903861,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.2382991284488332,0.9326399483628579,-0.2704357648109254
109,1,class_1,-1.6103147937959494,-0.6145735531372836,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.6845983770651038,0.02390940198507236,-0.7872601921942253
110,1,class_1,-1.3561771596234695,-0.17278826224613317,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.2302779329914189,-0.2785457048899793,-0.9617214817882281
111,1,class_1,-1.2916005345050745,-0.0701919930868514,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.0708003334068097,-0.006460985934290325,-0.9328757881937277
112,1,class_1,-1.3700987725124727,0.034271782980780555,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-0.9774634116028931,0.49698098618028475,-0.9678995986866396
113,1,class_1,-1.705471309813767,-0.3265826630122493,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.4829723194786024,0.4434431416395828,-0.9779226566356218
114,1,class_1,-2.4134810315355866,0.25007208424942196,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.6531738313409678,-0.13637015889472762,-2.0159376259503476
115,1,class_1,-2.1441769881223967,-0.44928686823139874,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.8473289805839286,0.6812087046892128,-1.1745796537421647
116,1,class_1,-1.650392878505511,-0.020518204458699923,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.2087792585520554,0.5425163480605376,-1.1301785366252484
117,1,class_1,-1.6825271729667917,-0.46110185624892575,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.5138058167558406,0.7850339922719123,-0.8024820152869184
118,1,class_1,-0.9798711688050064,0.2341351922999441,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-0.5635101392386836,0.45269061978136016,-0.8240122908288187
119,1,class_1,-1.299332595200426,0.059474848476263116,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-0.8888513645256463,0.6360841303992265,-0.9061200439059223
120,1,class_1,-0.9368077789050746,-0.13059032241054985,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-0.9127534917537318,-0.34585215564732635,-0.6911900015131174
121,1,class_1,-2.8431256954995656,-0.6122800193199907,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-2.808123208705201,-1.7022189149378772,-2.036674556591803
122,1,class_1,-1.6164623451095723,0.012876887625744897,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.2589642825306713,-0.12996578340835696,-1.2561559538741374
123,1,class_1,-1.350086298985416,-0.03364542510593595,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.147645407656725,-0.4292073087068001,-1.082349196875009
124,1,class_1,-2.007928423042888,-0.3271482762331613,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.8539297131308616,-0.6265761662535209,-1.4068451951101635
125,1,class_1,-1.236089146083366,-0.38190999443555534,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.2553627806554197,-0.0001363582504953829,-0.674183895497147
126,1,class_1,-1.671016801328997,-0.348783730889372,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.5402526337450921,-0.005820800466760576,-1.0224394300507973
127,1,class_1,-1.817515905196372,0.2608789301065727,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.260770020014908,-0.39196535301883667,-1.6278760061065505
128,1,class_1,-2.275771040526998,-0.07647084841267995,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-1.7350878166077595,0.24719942370779568,-1.6138239703525168
129,1,class_1,-1.4105722802797387,0.19913624067548685,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,-0.8453185670475545,0.7837301469055651,-1.057736490379969
130,2,class_2,0.3418440705422241,1.0423078920440507,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,0.9434387395443973,0.3727405447570518,-0.4142901061475851
131,2,class_2,0.6196564962933606,1.1992985373395921,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.2402996207615602,0.2834286792682892,-0.33305464702891524
132,2,class_2,0.5507618648322756,1.435932782812987,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.3427181925667921,0.1503801225380551,-0.5738116829296338
133,2,class_2,0.5973064643533172,1.376100400656712,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.2564209718737558,-0.37031034174866234,-0.5968350475144558
134,2,class_2,0.554259866751632,1.309893250477645,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.3046773527211564,0.4950248681167205,-0.41816366678587635
135,2,class_2,0.344620593800586,1.765498142701325,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.437166884692835,0.16915303262210954,-0.9523788883821686
136,2,class_2,0.4547734240559857,1.2362209311685515,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.2402384864957914,0.8995719626544749,-0.3641757774444125
137,2,class_2,0.08254504832178697,1.409755029415885,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,0.9860125862267408,0.10720812955332404,-0.9129096317554914
138,2,class_2,0.8182437214859019,1.4567982557238577,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.573756243103722,0.3323861840750172,-0.35421411921637286
139,2,class_2,0.7586910447466861,1.2738752201794856,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.3327658933703894,-0.12540494845037994,-0.3590059328297842
140,2,class_2,0.8417231319076901,1.5090107627355485,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.578800416191189,-0.004448443798064982,-0.43708183596862965
141,2,class_2,0.7327692597695895,1.1259165262074502,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.2811913972829605,0.3773071704999561,-0.1799779099582421
142,2,class_2,0.5811269630697469,1.1971835720093482,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.2440914905802882,0.5064516872393234,-0.31782007151027275
143,2,class_2,0.5962183532085509,1.052611264752098,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.1343551255955582,0.39585359280108806,-0.22741234485101802
144,2,class_2,0.4466496527906463,0.9789729125491899,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,0.9498689045329758,0.22151493724647617,-0.32106721087163076
145,2,class_2,0.6089679084208092,1.126004681329154,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.2162797170224782,0.5324867615986196,-0.2427598336761371
146,2,class_2,0.810902910935148,1.6602192110074725,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.722417620255424,0.38140449988143155,-0.4913747168159755
147,2,class_2,0.7808218226732819,1.7966022313213612,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.7618680439648169,0.12414522104477438,-0.6573611389743625
148,2,class_2,0.5130833446143008,1.6175981498426077,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.4027434928684621,-0.1527224936548212,-0.7855885484742059
149,2,class_2,0.4431783692323242,1.8620596168068566,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.4449456002550738,-0.7314773660191759,-1.1174389923253238
150,2,class_2,0.7212002157131727,1.7709453756566438,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.5629627923196452,-0.8212982256451271,-0.8641387125784675
151,2,class_2,0.7193232099111778,2.0977242514780663,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.8158142596304059,-0.6945340297213228,-1.067936014666496
152,2,class_2,0.7676042038323517,1.3555041265186993,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.372288642082383,-0.3009201868723152,-0.44239167690307135
153,2,class_2,0.8231419078893067,1.6401474926672646,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.600787197929172,-0.4110123263120891,-0.6193036065814783
154,2,class_2,0.6345396940904815,1.6564812222130074,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.5823692135751857,0.29601994485207905,-0.6365162233190725
155,2,class_2,0.638425856099101,1.3391859313213246,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.3097446033676412,-0.02254895511107359,-0.4743377155703343
156,2,class_2,0.5389277329516967,2.0694000942212156,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.7118191797377145,-0.3924163653820844,-1.1252131610878269
157,2,class_2,0.759520326934777,1.7733625420991572,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.6962451770253841,-0.10697745515515461,-0.7011606665110668
158,2,class_2,0.9433812970934631,1.9048453478620728,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.734224507302844,-1.3865063539510054,-0.8990295786276633
159,2,class_2,0.5808696382398967,1.6104277581160704,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.3671648845149733,-0.6891346659683474,-0.8322824081731445
160,2,class_2,0.7199552734771273,1.1935805035558036,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.225774076371851,-0.2736079736608043,-0.36044898633709704
161,2,class_2,1.015011400556398,1.608238095448597,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.7976838690499113,0.16407200948791045,-0.3445944973661659
162,2,class_2,0.43898957061866606,1.0197709547614497,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,0.9813314391492879,0.2725897855362788,-0.3453310975554481
